id,title,authors,year,start_page,end_page,subject,filename,editors,doi,isbn,issn,proceeding_title,series_title,publisher,publication_place,conference_date,conference_location,session_title,publication_type,language,peer_review_status,label_forschungssoftware,label_forschungssoftware_erklärung,label_software_evaluation,label_software_evaluation_erklärung,label_lehr_lern_setting,label_lehr_lern_setting_erklärung,label_prozess_paradigma,label_prozess_paradigma_erklärung,label_lernende_paradigma,label_lernende_paradigma_erklärung,label_design_paradigma,label_design_paradigma_erklärung,label_bildungstechnologie_paradigma,label_bildungstechnologie_paradigma_erklärung
134,Interaktives Projektrepository zur Unterstützung der Kollaboration in Präsenzumgebungen,"Joeres, Stephan; Rakow, Thomas C.",2013,289.0,292.0,,289.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2043,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation präsentiert das Softwarewerkzeug BoardBase, das speziell für die Dokumentenverwaltung in Lernprojekten entwickelt wurde.",1,Die Publikation evaluiert die Funktionalität und den Einsatz von BoardBase in Lernprojekten.,1,"Die Publikation konzentriert sich auf die Anwendung von BoardBase in Lernprojekten, insbesondere in der Lehre.",1,"Die Publikation zeigt, wie BoardBase den Lehr-Lern-Prozess durch die Vereinfachung der Dokumentenverwaltung und die Verbesserung der Kollaboration unterstützt.",0,"Die Publikation erwähnt nicht direkt die Effekte von BoardBase auf die Lernenden, aber es wird implizit angenommen, dass die Verbesserung der Kollaboration und der Dokumentenverwaltung positive Auswirkungen auf den Lernerfolg haben kann.",1,Die Publikation präsentiert die Entwicklung von BoardBase als ein spezifisches Softwarewerkzeug für die Dokumentenverwaltung in Lernprojekten.,0,Die Publikation konzentriert sich auf die spezifische Anwendung von BoardBase in Lernprojekten und nicht auf die allgemeine Anwendung von Bildungstechnologie.
135,Usability-Testing mit Funktionalen AnalphabetInnen,"Koppel, Ilka; Küster, Jan; Wolf, Karsten D.",2013,293.0,296.0,,293.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2044,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Evaluation eines computerbasierten Diagnoseinstruments namens otu.lea für funktionale AnalphabetInnen. Dieses Instrument kann als Forschungssoftware betrachtet werden, da es speziell für einen Forschungszweck entwickelt wurde.",1,"Die Publikation evaluiert die Forschungssoftware otu.lea durch Usability-Tests mit funktionalen AnalphabetInnen. Die Ergebnisse dieser Tests werden verwendet, um die Gebrauchstauglichkeit und die Effektivität des Instruments zu verbessern.",1,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Alphabetisierungskurse für funktionale AnalphabetInnen. Das computerbasierte Diagnoseinstrument otu.lea wird in diesem Kontext eingesetzt und evaluiert.",0,"Obwohl die Publikation auf die Organisation und Gestaltung des Lehr-Lern-Settings eingeht, liegt der Fokus nicht auf der Vereinfachung des Lehr-Lern-Prozesses durch die Forschungssoftware. Die Publikation konzentriert sich eher auf die Usability und die Effektivität des Instruments.",1,"Die Publikation misst die Effekte der Forschungssoftware auf die Lernenden, insbesondere ihre Usability und ihre Fähigkeit, das Instrument zu nutzen. Die Ergebnisse dieser Messungen werden verwendet, um die Gebrauchstauglichkeit und die Effektivität des Instruments zu verbessern.",1,"Die Publikation beschreibt die Entwicklung des computerbasierten Diagnoseinstruments otu.lea, das speziell für funktionale AnalphabetInnen entwickelt wurde. Dieses Instrument erfüllt Funktionen, die so zuvor noch nicht realisierbar gewesen sind.",-1,"Die Publikation verwendet keine allgemeine Bildungstechnologie, die nicht als Forschungssoftware im Sinne von Definition 1) gilt. Das computerbasierte Diagnoseinstrument otu.lea ist speziell für einen Forschungszweck entwickelt worden."
136,ARSnova: ein Audience Response System für Inverted-Classroom-Szenarien mit Unterstützung von Just-in-Time Teaching und Peer Instruction,"Quibeldey-Cirkel, Klaus; Thelen, Christoph; Volkmer, Paul-Christian; Gerhardt, Daniel; Knapp, Daniel; Kammer, Jan",2013,297.0,300.0,,297.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2045,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Anwendung der Forschungssoftware ARSnova, die als Open-Source-Software verfügbar ist.",1,Die Publikation evaluiert die Forschungssoftware ARSnova in verschiedenen Lehr-Lern-Settings und diskutiert ihre Effektivität.,1,Die Publikation konzentriert sich auf die Anwendung von ARSnova in Inverted-Classroom-Szenarien und diskutiert die spezifischen Herausforderungen und Chancen dieses Lehr-Lern-Settings.,1,"Die Publikation zeigt, wie ARSnova den Lehr-Lern-Prozess vereinfacht, indem es die Organisation und Gestaltung des Lehr-Lern-Settings erleichtert.",0,"Obwohl die Publikation die Effekte von ARSnova auf die Lernenden nicht direkt misst, diskutiert sie die möglichen Auswirkungen auf die Lernenden und ihre Motivation.",1,"Die Publikation konzentriert sich auf die Entwicklung und Anwendung von ARSnova, was zeigt, dass die Entwicklung der Forschungssoftware im Vordergrund steht.",0,"Die Publikation verwendet zwar allgemeine Bildungstechnologien wie HTML5 und WebSocket, aber der Fokus liegt auf der spezifischen Forschungssoftware ARSnova."
137,Using data to improve programming instruction,"Öztürk, Alisan; Bonfert-Taylor, Petra; Fügenschuh, Armin",2018,23.0,32.0,"E-Learning, Machine Learning, Introductory Programming, Prediction, Enhanced Error Messages",proceedings_03.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Best Paper Session,Text/Conference Paper,en,,1,"Die Publikation beschreibt die Entwicklung und Anwendung einer web-basierten Programmierumgebung, die als Forschungssoftware gelten kann.",1,Die Publikation evaluiert die Wirksamkeit der Forschungssoftware in Bezug auf die Verbesserung des Programmierunterrichts und die Vorhersage von Studierendenleistungen.,1,"Die Publikation konzentriert sich auf ein spezifisches Lehr-Lern-Setting, nämlich den Programmierunterricht in einer Universität.",1,"Die Publikation zeigt, wie die Forschungssoftware den Lehr-Lern-Prozess vereinfacht, indem sie automatisierte Fehlermeldungen und eine verbesserte Fehleranalyse bietet.",1,"Die Publikation misst die Effekte der Forschungssoftware auf die Lernenden, insbesondere die Verbesserung der Programmierfähigkeiten und die Vorhersage von Studierendenleistungen.",1,"Die Publikation beschreibt die Entwicklung der Forschungssoftware und ihre Funktionalitäten, die speziell für den Programmierunterricht konzipiert wurden.",0,Die Publikation konzentriert sich auf die spezifische Forschungssoftware und nicht auf allgemeine Bildungstechnologien.
138,Smart im Home lernen,"Kiy, Aledander; Wegner, Dustin; Lucke, Ulrike",2018,33.0,44.0,"Intelligenter Persönlicher Assistent, IPA, Amazon Alexa, Technology Acceptance Model, Pervasive Learning Environment",proceedings_04.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Best Paper Session,Text/Conference Paper,de,,1,"Die Publikation enthält Forschungssoftware, da ein virtueller Tutor auf Basis von Amazon Alexa entwickelt wurde.",1,"Die Forschungssoftware wird evaluiert, indem die Akzeptanz der Nutzer bezüglich der Verwendung des IPAs für das selbstständige Lernen untersucht wird.",1,"Die Publikation geht um ein konkretes Lehr-Lern-Setting, da es um die Unterstützung von selbstständigem Lernen im Kontext von Smart Home geht.",0,"Das prozessorientierte Paradigma ist nicht explizit verfolgt, da die Publikation sich nicht auf die Vereinfachung des Lehr-Lern-Prozesses durch die Forschungssoftware konzentriert.",1,"Das lernendenorientierte Paradigma ist explizit verfolgt, da die Publikation die Effekte der Forschungssoftware auf die Lernenden misst, indem die Akzeptanz der Nutzer untersucht wird.",1,"Das designorientierte Paradigma ist explizit verfolgt, da die Publikation die Entwicklung der Forschungssoftware selbst in den Vordergrund stellt.",1,"Das Bildungstechnologie-Paradigma ist explizit verfolgt, da die Publikation eine allgemeine Bildungstechnologie (Amazon Alexa) einsetzt, die nicht eigens für einen konkreten Forschungszweck entwickelt wurde."
139,Spielbasierte Förderung von Motivation und Aufmerksamkeit für sozioemotionales Training bei Autismus,"Zoerner, Dietmar; Moebert, Tobias; Morgiel, Anna; Strickroth, Sven; Lucke, Ulrike",2018,45.0,56.0,"Spielbasiertes Lernen, Microlearning, Mobiles Lernen, Aufmerksamkeit, Motivation, Autismus",proceedings_05.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Best Paper Session,Text/Conference Paper,de,,1,"Die Publikation beschreibt ein spielbasiertes Trainingssystem für sozioemotionales Training bei Autismus, das als Forschungssoftware gilt.",1,Die Publikation evaluiert die Wirksamkeit des Trainingskonzepts und des technischen Designs des spielbasierten Trainingssystems.,1,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich das sozioemotionale Training bei Autismus.",0,"Obwohl die Publikation auf die Organisation und Gestaltung des Lehr-Lern-Settings eingeht, liegt der Fokus nicht auf der Vereinfachung des Lehr-Lern-Prozesses durch die Forschungssoftware.",1,"Die Publikation misst die Effekte der Forschungssoftware auf die Lernenden, insbesondere die Förderung von Motivation und Aufmerksamkeit.",1,"Die Publikation beschreibt die Entwicklung eines neuen spielbasierten Trainingssystems, das als Forschungssoftware gilt.",0,"Die Publikation verwendet keine allgemeine Bildungstechnologie, sondern entwickelt eigens eine Forschungssoftware für den konkreten Forschungszweck."
140,smile – Studierende als Multiplikatoren für innovative und digitale Lehre,"Daniel, Manfred; Hüther, Judith; Ohngemach, Christina",2018,57.0,68.0,"Inverted-Classroom Model, Change-Management, 4-T-Herausforderungen, D-Guides",proceedings_06.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Kompetenzen in der Hochschullehre,Text/Conference Paper,de,,0,"Die Publikation beschreibt ein Lehrkonzept namens smile☺, das Studierende als Multiplikatoren für innovative und digitale Lehre ausbildet. Es wird keine spezifische Forschungssoftware vorgestellt oder verwendet.",0,"Die Publikation evaluiert nicht spezifisch eine Forschungssoftware, sondern präsentiert ein Lehrkonzept und dessen Umsetzung.",1,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Umsetzung des smile☺-Konzepts in einer Hochschule.",1,Das smile☺-Konzept vereinfacht den Lehr-Lern-Prozess durch die Kooperation von Studierenden und Lehrenden und die Verwendung von digitalen Elementen.,0,"Die Publikation erwähnt die Wirkung des smile☺-Konzepts auf die Lernenden, aber es wird keine spezifische Evaluation der Effekte auf die Lernenden durchgeführt.",0,"Die Publikation präsentiert ein bestehendes Lehrkonzept und dessen Umsetzung, aber es wird keine neue Forschungssoftware entwickelt.",1,"Die Publikation verwendet allgemeine Bildungstechnologie, wie Lernmanagementsysteme und digitale Elemente, die nicht spezifisch für einen Forschungszweck entwickelt wurden."
141,Digitale Kompetenzen von Hochschullehrenden messen ,"Eichhorn, Michael; Tillmann, Alexander",2018,69.0,80.0,"digitale Kompetenz, Medienkompetenz, Kompetenzmessung, IT-literacy, digital literacy",proceedings_07.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Kompetenzen in der Hochschullehre,Text/Conference Paper,de,,0,"Die Publikation beschreibt die Entwicklung eines Kompetenzrasters zur Erfassung digitaler Kompetenzen von Hochschullehrenden, aber es wird keine spezifische Forschungssoftware vorgestellt oder verwendet.",0,"Die Publikation evaluiert nicht spezifisch eine Forschungssoftware, sondern konzentriert sich auf die Entwicklung und Validierung des Kompetenzrasters.",1,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Ausbildung von Hochschullehrenden im Bereich E-Learning.",0,"Die Publikation konzentriert sich nicht auf die Vereinfachung des Lehr-Lern-Prozesses durch Forschungssoftware, sondern auf die Erfassung und Entwicklung digitaler Kompetenzen.",1,"Die Publikation misst die Effekte des Kompetenzrasters auf die Lernenden, indem sie die Selbsteinschätzungen und Reflexionen der Teilnehmenden auswertet.",0,"Die Publikation konzentriert sich nicht auf die Entwicklung neuer Forschungssoftware, sondern auf die Anwendung und Validierung des bestehenden Kompetenzrasters.",1,"Die Publikation verwendet allgemeine Bildungstechnologie, wie z.B. E-Learning-Plattformen und Online-Tools, um die Ausbildung von Hochschullehrenden zu unterstützen."
142,Entwicklung einer effizienten Integrationslösung zur Bereitstellung von Vorlesungsfolien in hochschulischer Präsenzlehre,"Wolters, Christian; Flegel, Christian; Herczeg, Michael",2018,81.0,92.0,"Usability, GOMS-Analyse, Präsenzlehre, Moodle, LTI",proceedings_08.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Tools & Anwendungen,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung einer prototypischen Integrationslösung zur Bereitstellung von Vorlesungsfolien in hochschulischer Präsenzlehre, die als Forschungssoftware gilt.",1,Die Publikation evaluiert die entwickelte Integrationslösung durch eine GOMS-Analyse und eine Benutzerstudie.,1,Die Publikation geht auf ein konkretes Lehr-Lern-Setting in der hochschulischen Präsenzlehre ein.,1,"Die Publikation vereinfacht den Lehr-Lern-Prozess durch die entwickelte Integrationslösung, indem sie die Organisation und Gestaltung des Lehr-Lern-Settings erleichtert.",0,"Die Publikation geht nicht direkt auf die Effekte der Forschungssoftware auf die Lernenden ein, sondern konzentriert sich auf die Effizienzsteigerung für die Lehrenden.",1,"Die Publikation entwickelt neue Forschungssoftware, die eine prototypische Integrationslösung zur Bereitstellung von Vorlesungsfolien darstellt.",1,"Die Publikation verwendet allgemeine Bildungstechnologien wie Learning Management Systeme (LMS) und Autorenwerkzeuge, die nicht eigens für einen konkreten Forschungszweck entwickelt wurden."
143,Restructuring Linear Discussions in Mind Maps by Crowdsourcing,"Elias, Julius; Dietze, Felix; Roepke, René; Schroeder, Ulrik",2018,93.0,104.0,"Discussions, Restructuring, Mind Maps, e-learning, Crowdsourcing",proceedings_09.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Tools & Anwendungen,Text/Conference Paper,en,,0,"Die Publikation beschreibt einen Ansatz zur Umstrukturierung von linearen Diskussionen in Mind Maps durch Crowdsourcing, aber es wird keine spezifische Forschungssoftware vorgestellt oder verwendet.",0,"Die Publikation evaluiert nicht direkt eine Forschungssoftware, sondern präsentiert einen Ansatz und seine Ergebnisse.",1,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Umstrukturierung von Diskussionen in Online-Lernumgebungen.",1,"Der Ansatz der Publikation vereinfacht den Lehr-Lern-Prozess durch die Umstrukturierung von Diskussionen in Mind Maps, was die Organisation und Gestaltung des Lehr-Lern-Settings erleichtert.",0,"Die Publikation misst nicht direkt die Effekte auf die Lernenden, sondern konzentriert sich auf die Umstrukturierung von Diskussionen.",1,"Die Publikation präsentiert einen neuen Ansatz zur Umstrukturierung von Diskussionen in Mind Maps durch Crowdsourcing, was eine Entwicklung von Forschungssoftware impliziert.",0,"Die Publikation verwendet keine allgemeine Bildungstechnologie, sondern präsentiert einen spezifischen Ansatz zur Umstrukturierung von Diskussionen."
144,Learning by Tagging – Supporting Constructive Learning in Video-Based Environments,"Harbarth, Lydia; Delsing, Svea; Richtscheid, Florian; Yücepur, Volkan; Feldmann, Florian; Akhavanfarm, Milad; Manske, Sven; Othlinghaus, Julia; Hoppe, H. Ulrich",2018,105.0,116.0,"interactive video, video-based learning, in-video quizzes, video-tagging, concept map, flashcards, constructive learning, H5P, blended learning.",proceedings_10.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Neuartige Technologien,Text/Conference Paper,en,,1,"Die Publikation beschreibt die Entwicklung und Evaluation einer Forschungssoftware, die interaktive Lernumgebungen für Video-basiertes Lernen unterstützt.",1,"Die Publikation evaluiert die entwickelte Forschungssoftware in einem Benutzerstudie, um ihre Effektivität und Akzeptanz zu untersuchen.",1,"Die Publikation konzentriert sich auf ein konkretes Lehr-Lern-Setting, nämlich die Verwendung von interaktiven Videos in einem Blended-Learning-Kurs.",0,"Obwohl die Publikation die Organisation und Gestaltung des Lehr-Lern-Settings durch die Forschungssoftware berührt, liegt der Fokus nicht auf der Vereinfachung organisatorischer Abläufe oder der Entlastung der Lehrenden.",1,"Die Publikation misst die Effekte der Forschungssoftware auf die Lernenden, insbesondere ihre Zufriedenheit, Lernmotivation und Lernerfolg.",1,"Die Publikation beschreibt die Entwicklung einer neuen Forschungssoftware, die interaktive Lernumgebungen für Video-basiertes Lernen unterstützt.",0,"Obwohl die Publikation Bildungstechnologie einsetzt, liegt der Fokus auf der spezifischen Forschungssoftware und nicht auf allgemeiner Bildungstechnologie."
145,Jeder bewertet jeden: Erfolgsquote einer Peer Assessment Methode in einem Serious Game zum Lernen ,"Eckardt, Linda; Jankowiak, Adam; Bergelt, Dennis; Robra-Bissantz, Susanne",2018,117.0,122.0,"Game-based Learning, Serious Game, Peer Assessment, Erfolgsquote",proceedings_11.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Neuartige Technologien,Text/Conference Paper,de,,1,"Die Publikation beschreibt ein Serious Game namens 'Lost in Antarctica', das als Open Source Browserspiel zum Erlernen von Informationskompetenz entwickelt wurde. Dieses Spiel kann als Forschungssoftware betrachtet werden, da es speziell für einen Forschungszweck erstellt wurde.",1,"Die Publikation evaluiert die Erfolgsquote einer Peer Assessment Methode, die in dem Serious Game implementiert wurde. Die Ergebnisse der Untersuchung zeigen, dass nur ein Drittel der durchgeführten Reviews korrekt sind.",1,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Verwendung eines Serious Games zum Erlernen von Informationskompetenz in einer universitären Lehrveranstaltung.",1,"Die Publikation zeigt, dass die Peer Assessment Methode im Serious Game den Lehr-Lern-Prozess vereinfacht, indem sie die Organisation und Gestaltung des Lehr-Lern-Settings erleichtert.",1,"Die Publikation misst die Effekte der Forschungssoftware auf die Lernenden, indem sie die Erfolgsquote der Peer Assessment Methode untersucht und die Ergebnisse der Studierenden vergleicht.",0,"Die Publikation beschreibt die Entwicklung des Serious Games, aber der Fokus liegt nicht auf der Entwicklung selbst, sondern auf der Evaluation der Peer Assessment Methode.",0,"Die Publikation verwendet eine spezifische Bildungstechnologie, nämlich das Serious Game, aber der Fokus liegt nicht auf der allgemeinen Anwendung von digitaler Technologie in einem Bildungskontext."
146,Bewertung von Naturgefahren mit Hilfe von Virtual Reality,"Richter, Andreas; Weise, Matthias",2018,123.0,128.0,"Virtual Reality, Lernanwendung, Naturgefahren, Geodaten",proceedings_12.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Neuartige Technologien,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung einer VR-Lernanwendung, die als Forschungssoftware gilt.",0,"Die Publikation beschreibt die Entwicklung der VR-Lernanwendung, aber es wird keine Evaluation der Software durchgeführt.",1,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Vermittlung von Fähigkeiten für die Analyse und Bewertung von Naturgefahren im Studium der Geowissenschaften.",0,"Die Publikation beschreibt die Entwicklung einer VR-Lernanwendung, aber es wird nicht explizit auf die Vereinfachung des Lehr-Lern-Prozesses eingegangen.",0,"Die Publikation beschreibt die Entwicklung einer VR-Lernanwendung, aber es wird nicht explizit auf die Effekte der Software auf die Lernenden eingegangen.",1,"Die Publikation beschreibt die Entwicklung einer neuen VR-Lernanwendung, die spezifische Funktionen für die Vermittlung von Fähigkeiten für die Analyse und Bewertung von Naturgefahren erfüllt.",1,"Die Publikation beschreibt die Anwendung von Virtual Reality-Technologie, die als allgemeine Bildungstechnologie gilt und nicht eigens für einen konkreten Forschungszweck entwickelt wurde."
147,Gelingensbedingungen von Lehrer*innenfortbildung zum Einsatz digitaler Medien in der Schule,"Arnold, Peter",2018,129.0,140.0,"Lehrerbildung, Mediendidaktik, Fortbildungsdidaktik, Digitalisierung, Evaluation",proceedings_13.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Didaktische Ansätze,Text/Conference Paper,de,,0,Die Publikation enthält keine Forschungssoftware.,0,Die Publikation evaluiert keine Forschungssoftware.,1,"Die Publikation geht um ein konkretes Lehr-Lern-Setting, nämlich die Lehrer*innenfortbildung zum Einsatz digitaler Medien in der Schule.",1,Die Publikation vereinfacht den Lehr-Lern-Prozess durch die Analyse von Gelingensbedingungen von Lehrer*innenfortbildung und gibt Empfehlungen für die Organisation und Gestaltung von Fortbildungsveranstaltungen.,0,"Die Publikation misst nicht direkt die Effekte der Fortbildung auf die Lernenden, sondern konzentriert sich auf die Bedürfnisse und Zufriedenheit der Lehrer*innen.",-1,Die Publikation entwickelt keine neue Forschungssoftware.,1,"Die Publikation verwendet allgemeine Bildungstechnologie, wie digitale Medien und Werkzeuge, die nicht eigens für einen konkreten Forschungszweck entwickelt wurden."
148,Motivationsdesign durch Verschränkung von Gamifikation und didaktischem Kontext,"Söbke, Heinrich; Zander, Steffi",2018,141.0,152.0,"Quiz-App, Mehrfachsauswahlfragen, Instructional Design, Motivationsdesign, Design-based Research",proceedings_14.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Didaktische Ansätze,Text/Conference Paper,de,,0,"Die Publikation beschreibt den Einsatz einer Quiz-App, aber es wird keine spezifische Forschungssoftware erstellt oder verwendet, die zu einem Forschungszweck erstellt wurde.",1,Die Publikation evaluiert die Wirkung der Quiz-App auf die Lernenden und den Lehr-Lern-Prozess.,1,"Die Publikation beschreibt einen konkreten Lehr-Lern-Setting, nämlich den Einsatz einer Quiz-App in einem ingenieurtechnischen Hochschulkurs.",0,"Die Publikation beschreibt den Einsatz der Quiz-App, aber der Fokus liegt nicht auf der Vereinfachung des Lehr-Lern-Prozesses durch die Forschungssoftware.",1,"Die Publikation misst die Effekte der Quiz-App auf die Lernenden, wie z.B. die Motivation und den Lernerfolg.",-1,Die Publikation beschreibt nicht die Entwicklung einer neuen Forschungssoftware.,1,"Die Publikation verwendet eine allgemeine Bildungstechnologie, nämlich eine Quiz-App, die nicht eigens für einen konkreten Forschungszweck entwickelt wurde."
149,Automatische Generierung von Aufgaben zum Codeverständnis,"Striewe, Michael; Goedicke, Michael",2018,153.0,164.0,"Programmierausbildung, Multiple Choice, Aufgabengenerator, Distraktoranalyse",proceedings_15.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Assessment in der Programmierausbildung,Text/Conference Paper,de,,1,"Die Publikation enthält einen Generator zur automatischen Erzeugung von Multiple-Choice-Aufgaben zum Codeverständnis, der als Forschungssoftware gilt.",1,Die Publikation evaluiert den Generator und seine erzeugten Aufgaben anhand von Daten aus einer Erstsemestervorlesung zur Programmierung.,1,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Verwendung des Generators in einer Erstsemestervorlesung zur Programmierung.",0,"Obwohl der Generator den Lehr-Lern-Prozess vereinfachen kann, liegt der Fokus der Publikation nicht auf der Organisation und Gestaltung des Lehr-Lern-Settings.",1,"Die Publikation misst die Effekte des Generators auf die Lernenden, insbesondere ihre Fähigkeit, Code zu verstehen und zu bearbeiten.",1,"Die Publikation stellt den Generator als neue Forschungssoftware vor, die spezifisch für die Erzeugung von Multiple-Choice-Aufgaben zum Codeverständnis entwickelt wurde.",-1,"Die Publikation verwendet keine allgemeine Bildungstechnologie, sondern eine spezifische Forschungssoftware, die eigens für die Erzeugung von Multiple-Choice-Aufgaben zum Codeverständnis entwickelt wurde."
