id,title,authors,year,start_page,end_page,subject,filename,editors,doi,isbn,issn,proceeding_title,series_title,publisher,publication_place,conference_date,conference_location,session_title,publication_type,language,peer_review_status,label_forschungssoftware,label_forschungssoftware_erklärung,label_software_evaluation,label_software_evaluation_erklärung,label_lehr_lern_setting,label_lehr_lern_setting_erklärung,label_prozess_paradigma,label_prozess_paradigma_erklärung,label_lernende_paradigma,label_lernende_paradigma_erklärung,label_design_paradigma,label_design_paradigma_erklärung,label_bildungstechnologie_paradigma,label_bildungstechnologie_paradigma_erklärung
53,MATCHIX - multimediale Zuordnungsübungen,"Sauter, Markus; Ott, Oliver; Hartmann, Werner",2009,259.0,269.0,,gi-proc-153-022.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation stellt das Autorenwerkzeug MATCHIX vor, das explizit für den Forschungs- und Bildungszweck entwickelt wurde. Es handelt sich um eine Software, die Quellcode, Algorithmen und ausführbare Dateien umfasst, um multimediale Zuordnungsübungen zu erstellen.",0,"Obwohl die Publikation die Funktionen und Einsatzmöglichkeiten von MATCHIX beschreibt, wird keine systematische Evaluation der Software im Sinne einer empirischen Überprüfung ihrer Wirksamkeit oder Benutzerfreundlichkeit durchgeführt. Es werden lediglich erste Erprobungen erwähnt, aber keine quantitativen oder qualitativen Evaluationsergebnisse präsentiert.",1,"Die Publikation beschreibt konkrete Lehr-Lern-Settings, in denen MATCHIX eingesetzt werden kann, z.B. im Fremdsprachenunterricht, Geographieunterricht oder in der Lehrerausbildung. Es werden exemplarische Anwendungsszenarien und Aufgabentypen vorgestellt.",0,"Die Publikation erwähnt zwar, dass MATCHIX die Erstellung von Lernumgebungen erleichtert und die Hürden für Lehrpersonen senkt, jedoch steht die Vereinfachung organisatorischer Abläufe nicht im Vordergrund. Der Fokus liegt eher auf der Erweiterung der didaktischen Möglichkeiten durch multimediale Inhalte.",0,"Die Publikation diskutiert die potenziellen kognitiven Vorteile von MATCHIX, wie die Ermöglichung anspruchsvollerer Aufgaben durch multimediale Inhalte. Allerdings werden keine konkreten Messungen oder Studien zu Effekten auf die Lernenden (z.B. Wissenserwerb, Motivation) präsentiert. Die Erwartungen basieren auf theoretischen Überlegungen und ersten Erprobungen.",1,"Der Hauptfokus der Publikation liegt auf der Entwicklung und Vorstellung des Autorenwerkzeugs MATCHIX. Es wird beschrieben, wie die Software neue Funktionen (z.B. Einbindung von Ton und Video, Medienbearbeitung) realisiert, die zuvor in dieser Form nicht verfügbar waren. Die Software selbst ist das zentrale Innovationsobjekt.",0,"Die Publikation erwähnt zwar allgemeine Bildungstechnologien wie Hot Potatoes, JClic oder PowerPoint, die im Lehr-Lern-Kontext eingesetzt werden. Der Fokus liegt jedoch auf MATCHIX als neu entwickelte Forschungssoftware, sodass diese Technologien nur als Vergleichsobjekte dienen und nicht im Zentrum der Betrachtung stehen."
54,Realisierung eines Sicherheits- und Rechtemanagements für elektronische Prüfungen an Hochschulen mittels Software-Proxy,"Hoffmann, Andreas; Wismüller, Roland; Bode, Markus",2009,271.0,282.0,,gi-proc-153-023.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Realisierung eines Sicherheits- und Rechtemanagementsystems für elektronische Prüfungen, das auf einem Software-Proxy basiert. Dieses System umfasst Algorithmen, Verschlüsselungsmethoden und ein ticketbasiertes Dateisystem, die explizit für den Forschungszweck der sicheren Durchführung elektronischer Prüfungen erstellt wurden.",1,"Die Publikation evaluiert die entwickelte Software im Rahmen eines Proof-of-Concept (Kapitel 5), indem sie die Anwendbarkeit des Systems am bestehenden Klausursystem KLAUSIE der Universität Siegen demonstriert. Es wird gezeigt, wie das System in die Praxis integriert und genutzt werden kann.",1,"Die Publikation bezieht sich explizit auf ein konkretes Lehr-Lern-Setting, nämlich die Durchführung elektronischer Prüfungen an Hochschulen. Es werden spezifische Anforderungen und Prozesse im Kontext von Prüfungen in der Hochschullehre adressiert.",1,"Die Publikation verfolgt explizit das prozessorientierte Paradigma, da das entwickelte System die Organisation und Gestaltung elektronischer Prüfungen erleichtern soll. Dies umfasst die Vereinfachung administrativer Abläufe, die Sicherstellung rechtlicher Anforderungen und die Entlastung der Lehrenden durch standardisierte Sicherheits- und Datenschutzverfahren.",-1,"Die Publikation fokussiert nicht auf die Effekte der Forschungssoftware auf die Lernenden. Es werden keine kognitiven, motivationalen oder affektiven Wirkungen auf die Studierenden gemessen oder diskutiert.",1,"Die Publikation steht im Zeichen des designorientierten Paradigmas, da der Schwerpunkt auf der Entwicklung eines neuen Sicherheitskonzepts für elektronische Prüfungen liegt. Dieses Konzept basiert auf einem ticketbasierten, virtuellen Dateisystem und erfüllt Funktionen, die in dieser Form zuvor nicht realisierbar waren.",0,"Die Publikation verwendet zwar allgemeine Bildungstechnologien wie PKI, Verschlüsselung und digitale Signaturen, jedoch steht die Anwendung dieser Technologien nicht im Vordergrund. Vielmehr wird eine spezifische Forschungssoftware entwickelt, die diese Technologien integriert. Daher wird das Paradigma als implizit vorhanden, aber nicht dominant annotiert."
55,Feedback mit einem webbasierten Übungsbetrieb,"Stalljohann, Patrick; Altenbernd-Giani, Eva; Dyckhoff, Anna; Rohde, Philipp; Schroeder, Ulrik",2009,283.0,294.0,,gi-proc-153-024.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation stellt das Übungsbetriebmodul von L²P vor, das als webbasiertes System zur Unterstützung universitärer Übungsbetriebe entwickelt wurde. Es handelt sich um eine spezifisch für Forschungs- und Lehrzwecke erstellte Software, die Quellcode-Dateien, Algorithmen und Arbeitsabläufe umfasst (z.B. Integration in SharePoint, Nutzung von WebParts und Workflow Foundation).",1,"Die Publikation beschreibt die Evaluation des Übungsbetriebmoduls in zwei Pilotphasen mit 18 Veranstaltungen und insgesamt 1.618 Studierenden. Es werden Erfahrungen, Nutzerfeedback und Umfrageergebnisse zur Nutzung der Feedbackmöglichkeiten sowie zur Akzeptanz des Systems präsentiert.",1,"Die Publikation beschäftigt sich explizit mit einem konkreten Lehr-Lern-Setting, nämlich der Durchführung von Übungen begleitend zu Vorlesungen in verschiedenen Hochschulveranstaltungen. Es wird beschrieben, wie das System in realen Lehrveranstaltungen (z.B. Informatik, Mathematik, Wirtschaftswissenschaften) eingesetzt wird.",1,"Die Publikation legt einen starken Fokus auf die Vereinfachung und Verbesserung des Lehr-Lern-Prozesses durch das Übungsbetriebmodul. Dies umfasst organisatorische Aspekte wie die zeitgesteuerte Veröffentlichung von Aufgaben, die Verwaltung von Lösungen und Feedback, die dynamische Gruppenbildung sowie die Entlastung der Lehrenden durch manuelle und prozessbegleitende Feedbackmöglichkeiten.",0,"Obwohl die Effekte auf die Lernenden implizit angesprochen werden (z.B. Nutzung von Feedback als Lerngelegenheit), liegt der Schwerpunkt nicht auf der Messung kognitiver, motivationaler oder affektiver Wirkungen. Es gibt keine systematische Evaluation des Lernerfolgs oder der Zufriedenheit der Studierenden im Sinne einer empirischen Studie.",1,"Die Entwicklung des L²P-Übungsbetriebmoduls steht im Vordergrund der Publikation. Es wird beschrieben, wie das System aufgebaut ist, welche Anforderungen es erfüllt und welche neuen Funktionen es bietet (z.B. prozessbegleitendes Feedback, dynamische Gruppenbildung, Integration in L²P). Die Software wurde eigens für diesen Zweck entwickelt und erweitert bestehende Lösungen.",0,"Die Publikation erwähnt zwar allgemeine Bildungstechnologien wie Moodle oder Ilias, der Fokus liegt jedoch auf der eigenen Forschungssoftware (L²P-Übungsbetrieb). Diese wird nicht als allgemeine Bildungstechnologie, sondern als spezifisch entwickelte Lösung für den Forschungszweck dargestellt. Der Einsatz allgemeiner Technologien ist hier nur kontextuell relevant."
56,Empfehlungen zur Nutzung eines Textverarbeitungswerkzeugs zur Erstellung von XML-basierten E-Learning-Inhalten,"Meincke, Friedrich; Lucke, Ulrike; Tavangarian, Djanshid",2011,9.0,20.0,,9.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Implementierung eines Plug-Ins für den OpenOffice.org Writer zur Erstellung von XML-basierten E-Learning-Inhalten in der Beschreibungssprache <ML>³. Dies umfasst Quellcode, Makros, XSL-Transformationen und Dokumentenvorlagen, die explizit für den Forschungszweck erstellt wurden.",1,Die Autoren diskutieren ihre Erfahrungen mit der Implementierung und Nutzung des OOo Writer für <ML>³ und geben allgemeine Empfehlungen basierend auf den gesammelten Erkenntnissen. Dies stellt eine Evaluation der entwickelten Software dar.,0,Die Publikation fokussiert sich auf die technische Implementierung und Nutzung eines Textverarbeitungswerkzeugs zur Erstellung von XML-basierten E-Learning-Inhalten. Ein konkretes Lehr-Lern-Setting wird nicht beschrieben oder evaluiert.,1,"Die Publikation zielt darauf ab, den Authoring-Prozess von E-Learning-Inhalten durch die Nutzung des OOo Writers zu vereinfachen. Es wird explizit diskutiert, wie die Software die Organisation und Gestaltung des Erstellungsprozesses erleichtert, z.B. durch Reduktion von Redundanzen und Verbesserung der Wiederverwendbarkeit.",-1,"Es gibt keine Messung oder Diskussion der Effekte der Forschungssoftware auf die Lernenden, wie kognitive, motivationale oder affektive Wirkungen.",1,"Die Entwicklung der Forschungssoftware (Plug-In für OOo Writer) steht im Vordergrund. Die Autoren beschreiben detailliert die Implementierungsschritte und die neu entwickelten Funktionen, die zuvor so nicht realisierbar waren.",0,"Obwohl der OpenOffice.org Writer als allgemeine Bildungstechnologie betrachtet werden könnte, liegt der Fokus der Publikation auf der Erweiterung und Anpassung dieses Werkzeugs für einen spezifischen Forschungszweck (Single Source Authoring von <ML>³-Inhalten). Daher hat das Bildungstechnologie-Paradigma einen geringen Stellenwert."
57,"Competency-based approach to support learning objectives in learning, education and training","Saul, Christian; Hofmann, Peter; Lucht, Martina; Pharow, Peter",2011,21.0,30.0,,21.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,en,,1,"Die Publikation beschreibt die Implementierung eines kompetenzbasierten Ansatzes im Learning Content Management System (LCMS) EDMedia. Dieses System umfasst Algorithmen und Arbeitsabläufe zur Klassifizierung von Lernobjekten, automatischen Berechnung von Kompetenzvektoren und Empfehlung von Lernzielen, was als Forschungssoftware im Sinne der Definition gilt.",0,"Obwohl die Implementierung der Software (EDMedia) beschrieben wird, gibt es keine explizite Evaluation der Forschungssoftware selbst. Es wird zwar der iterative Lernprozess mit Pre- und Post-Tests dargestellt, aber dies dient der Überprüfung der Lernziele und nicht der Evaluation der Software an sich.",1,"Die Publikation bezieht sich explizit auf Lehr-Lern-Settings in Learning, Education and Training (LET) Systemen. Es wird beschrieben, wie Lernziele, Lernaktivitäten und Evaluationen in einem konkreten Lehr-Lern-Kontext (z.B. Kurse in EDMedia) integriert werden.",1,"Die Publikation legt einen starken Fokus auf die Vereinfachung des Lehr-Lern-Prozesses durch die automatische Klassifizierung von Lernobjekten, die Berechnung von Kompetenzvektoren und die Empfehlung von Lernzielen. Dies erleichtert die Organisation und Gestaltung des Lehr-Lern-Settings, z.B. durch die Entlastung der Lehrenden bei der Definition von Lernzielen.",0,"Obwohl die Evaluation der Lernziele durch Pre- und Post-Tests beschrieben wird, steht nicht die Messung der Effekte auf die Lernenden (z.B. kognitive, motivationale oder affektive Wirkungen) im Vordergrund. Die Tests dienen primär der Überprüfung, ob die Lernziele erreicht wurden, nicht der Analyse der Lernenden selbst.",1,"Die Entwicklung der Forschungssoftware (EDMedia) und des kompetenzbasierten Ansatzes steht im Vordergrund. Es wird beschrieben, wie neue Funktionen (z.B. automatische Klassifizierung, Empfehlung von Lernzielen) realisiert werden, die zuvor in dieser Form nicht verfügbar waren.",0,"Die Publikation beschreibt zwar den Einsatz von Bildungstechnologie (z.B. LCMS, XML-basierte Formate wie SCORM, LOM, QTI), aber der Fokus liegt auf der eigens entwickelten Forschungssoftware (EDMedia) und nicht auf der Anwendung allgemeiner Bildungstechnologien ohne Forschungsbezug."
58,Design und Evaluation von interaktiven webbasierten Bruchrechenaufgaben,"Eichelmann, Anja; Schnaubert, Lenka; Narciss, Susanne; Goguadze, George;  Melis, Erica",2011,31.0,42.0,,31.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung interaktiver webbasierter Bruchrechenaufgaben sowie eines speziellen Interfaces (Arbeitsfeld) zur Erfassung von Rechenschritten. Diese wurden im Rahmen des DFG-Projekts 'Adaptives tutorielles Feedback' erstellt und stellen somit Forschungssoftware dar, da sie Quellcode, Algorithmen und rechnergestützte Arbeitsabläufe für einen Forschungszweck umfassen.",1,"Die Publikation evaluiert die entwickelte Forschungssoftware (Interface und Aufgaben) durch eine Usability-Studie mit Schülern. Die Bewertung der Lernumgebung, des Arbeitsfelds und der Bedienbarkeit durch die Schüler sowie die Beobachtungen der Versuchsleiter werden dargestellt.",1,"Die Publikation beschreibt ein konkretes Lehr-Lern-Setting, in dem Schüler interaktive webbasierte Bruchrechenaufgaben in einem Lehr-Lernlabor bearbeiten. Die Aufgaben und das Interface wurden speziell für dieses Setting entwickelt und eingesetzt.",0,"Obwohl die Publikation die Organisation des Lehr-Lern-Settings (z. B. Durchführung im Lehr-Lernlabor, Einführung durch Versuchsleiter) beschreibt, steht die Vereinfachung organisatorischer Abläufe oder die Entlastung der Lehrenden nicht im Vordergrund. Der Fokus liegt eher auf der Gestaltung und Evaluation der Software sowie deren Wirkung auf die Lernenden.",1,"Die Publikation misst explizit die Effekte der Forschungssoftware auf die Lernenden. Dies umfasst die Bewertung der Usability durch die Schüler (z. B. Übersichtlichkeit, Bedienbarkeit) sowie die Untersuchung, wie Schüler mit unterschiedlichen Leistungsniveaus, Motivation und metakognitiven Fähigkeiten die Aufgaben bearbeiten. Affektive und motivationale Aspekte (z. B. Zufriedenheit, Spaß) werden ebenfalls erfasst.",1,"Die Entwicklung der Forschungssoftware (interaktive Aufgaben und Interface) steht im Vordergrund der Publikation. Die Autoren beschreiben detailliert den Prozess der Aufgabenkonstruktion entlang vier Dimensionen sowie die technische Implementierung des Arbeitsfelds und der Feedbackkomponenten. Diese Software erfüllt Funktionen, die zuvor so nicht realisierbar waren (z. B. Erfassung und Protokollierung individueller Rechenschritte).",-1,"Die Publikation beschäftigt sich nicht mit der Anwendung allgemeiner Bildungstechnologien, die nicht für einen konkreten Forschungszweck entwickelt wurden. Stattdessen wird eine spezifische Forschungssoftware (interaktive Aufgaben und Interface) entwickelt und evaluiert, die explizit für das Projekt 'Adaptives tutorielles Feedback' erstellt wurde."
59,Empfehlungssysteme für Wissensgemeinschaften: Ein Social Recommender für eine Community of Practice,"Westrup, Dirk; Vervenne, Marcel; Kerres, Michael",2011,43.0,54.0,,43.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Implementation eines Social Recommenders für die Plattform Q-Online. Dieser umfasst Algorithmen (z.B. Jaccard Index, Jaro-Winkler Distanz), Skripte zur Inhaltsanalyse und externe Dienstleister-Integration (TagThe.Net, Wortschatz Leipzig), die explizit für den Forschungszweck der Empfehlungserzeugung in Wissensgemeinschaften erstellt wurden.",1,"Die Publikation erwähnt Testläufe der einzelnen Verfahren des Empfehlungssystems sowie einen geplanten Feldtest, in dem die Empfehlungen des Recommenders von Nutzern bewertet und aufgerufen werden sollen. Dies deutet auf eine Evaluation der Forschungssoftware hin.",1,"Die Publikation bezieht sich konkret auf das Lehr-Lern-Setting der Plattform Q-Online, einer Community of Practice für das Handwerk. Es wird beschrieben, wie informelles Lernen und Wissensaustausch in dieser spezifischen Umgebung durch den Social Recommender unterstützt werden.",0,"Obwohl die Publikation die Organisation und Gestaltung des Lehr-Lern-Settings durch den Social Recommender thematisiert (z.B. Bereitstellung relevanter Informationen, Kontextualisierung von User Generated Content), liegt der Fokus nicht primär auf der Vereinfachung organisatorischer Abläufe oder der Entlastung der Lehrenden. Der Stellenwert ist eher implizit.",0,"Die Publikation erwähnt zwar, dass der Social Recommender darauf abzielt, den Nutzern relevante Informationen bereitzustellen und deren Lernprozesse zu unterstützen (z.B. durch das Prinzip der 'zone of proximal development'). Allerdings wird keine explizite Messung von Effekten auf die Lernenden (kognitiv, motivational, affektiv) beschrieben. Der Fokus auf Lernendeneffekte ist daher implizit.",1,"Die Publikation legt den Schwerpunkt auf die Entwicklung des Social Recommenders für Q-Online. Es wird detailliert beschrieben, wie neue Algorithmen und Verfahren (z.B. Kombination von Content Based Filtering und Collaborative Filtering) implementiert wurden, um Funktionen zu realisieren, die zuvor in dieser Form nicht verfügbar waren.",0,"Die Publikation nutzt zwar allgemeine Bildungstechnologien wie das Community CMS Drupal und Web 2.0-Ansätze, der Fokus liegt jedoch auf der Entwicklung und Anwendung des spezifischen Social Recommenders. Daher ist das Bildungstechnologie-Paradigma implizit enthalten, aber nicht der Hauptgegenstand der Arbeit."
60,PATONGO-Storm: Ein Ansatz zur Unterstützung der synchronen Vernetzung von Praxiswissen,"Schümmer, Till; Mühlpfordt, Martin",2011,55.0,66.0,,55.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation stellt PATONGO-Storm vor, ein eigens entwickeltes Werkzeug zur Unterstützung synchroner Vernetzung von Praxiswissen. Es handelt sich um eine Web-Anwendung mit Ruby on Rails und einem synchronen Kommunikationskanal, die spezifisch für den Forschungszweck des Erfahrungsaustauschs in Workshops entwickelt wurde.",1,Die Publikation berichtet über den Einsatz von PATONGO-Storm in Workshops der Evangelischen Kirche und analysiert die Wirkung des Tools auf den Austausch von Ideen und die Vernetzung der Teilnehmer. Beobachtungen und Fragebogenergebnisse werden zur Evaluation herangezogen.,1,"Die Publikation beschreibt ein konkretes Lehr-Lern-Setting in Form von Workshops, in denen Praktiker der Evangelischen Kirche Erfahrungen und Herausforderungen austauschen. Der Fokus liegt auf der organisationalen Kompetenzentwicklung und dem Wissensaustausch in einem spezifischen Bildungskontext.",1,"Der Beitrag legt explizit dar, wie PATONGO-Storm den Lehr-Lern-Prozess vereinfacht, indem es die Organisation und Gestaltung des Wissensaustauschs in Workshops erleichtert. Der Prozess wird durch strukturierte Phasen und die Nutzung semantischer Technologien unterstützt, um die Vernetzung und den Dialog zwischen Praktikern zu fördern.",0,"Obwohl die Publikation Beobachtungen und Feedback der Teilnehmer beschreibt, liegt der Fokus nicht primär auf der Messung kognitiver, motivationaler oder affektiver Effekte auf die Lernenden. Die Evaluation konzentriert sich eher auf die Interaktion und Vernetzung, nicht auf individuelle Lernerfolge.",1,"Die Entwicklung von PATONGO-Storm steht im Vordergrund der Publikation. Das Tool wurde neu konzipiert und realisiert, um Funktionen zur synchronen Vernetzung von Praxiswissen zu ermöglichen, die zuvor in dieser Form nicht verfügbar waren.",0,"Die Publikation nutzt zwar allgemeine Technologien wie Ruby on Rails und semantische Netze, jedoch wurde PATONGO-Storm spezifisch für den Forschungszweck entwickelt. Daher steht nicht die Anwendung allgemeiner Bildungstechnologie im Vordergrund, sondern die Entwicklung einer neuen Forschungssoftware."
61,Interaktive Visualisierung von Wissensressourcen einer Lerncommunity und Modellierung eines Ressourcenpfads,"Böhnstedt, Doreen; Chard, Chris; Rensing, Christoph",2011,67.0,78.0,,67.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Implementierung der CROKODIL-Lernumgebung, die als Forschungssoftware zur Unterstützung des Ressourcen-basierten Lernens dient. Es werden spezifische Algorithmen und Visualisierungstools (z.B. Prefuse-API) eingesetzt, die explizit für den Forschungszweck erstellt wurden.",0,"Obwohl die Publikation die Implementierung und Konzepte der CROKODIL-Lernumgebung detailliert beschreibt, wird keine explizite Evaluation der Software im Sinne einer systematischen Überprüfung ihrer Wirksamkeit oder Effizienz durchgeführt. Es wird lediglich angekündigt, dass eine Evaluation im weiteren Projektverlauf erfolgen soll.",1,"Die Publikation bezieht sich auf konkrete Lehr-Lern-Settings, insbesondere auf das Ressourcen-basierte Lernen in verschiedenen Kontexten wie der beruflichen Aus- und Weiterbildung (z.B. Umschüler in IT-Berufen, Auszubildende im kaufmännischen Bereich). Es wird beschrieben, wie die Lernumgebung in diesen Settings eingesetzt werden soll.",0,"Die Publikation thematisiert zwar die Unterstützung des Lehr-Lern-Prozesses durch die Visualisierung und Modellierung von Ressourcenpfaden, jedoch steht nicht die Vereinfachung organisatorischer Abläufe oder die Entlastung der Lehrenden im Vordergrund. Der Fokus liegt eher auf der Darstellung und Nutzung der Ressourcen, weshalb das prozessorientierte Paradigma nur implizit enthalten ist.",0,"Die Effekte der Forschungssoftware auf die Lernenden (z.B. kognitive, motivationale oder affektive Wirkungen) werden nicht explizit gemessen oder evaluiert. Es wird jedoch implizit angenommen, dass die Lernenden von der Visualisierung und den Ressourcenpfaden profitieren, weshalb das Paradigma mit geringem Stellenwert (0) annotiert wird.",1,"Der Hauptfokus der Publikation liegt auf der Entwicklung und Konzeption der CROKODIL-Lernumgebung sowie der interaktiven Visualisierungskomponente. Es wird neue Forschungssoftware gebaut, die Funktionen wie die Modellierung von Ressourcenpfaden ermöglicht, die zuvor so nicht realisierbar waren. Dies entspricht dem designorientierten Paradigma.",-1,"Die Publikation beschreibt keine allgemeine Bildungstechnologie, sondern eine spezifisch für den Forschungszweck entwickelte Lernumgebung (CROKODIL). Daher ist das Bildungstechnologie-Paradigma nicht enthalten."
62,Twitterwalls zur Konferenzunterstützung,"Ziebarth, Sabrina; Engler, Jan; Hoppe, H. Ulrich",2011,79.0,90.0,,79.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung des Twitterwall-Systems 'twitt4con', das spezifisch für die Konferenzunterstützung entworfen und implementiert wurde. Es handelt sich um eine Software mit Quellcode, Algorithmen (z.B. Klassifikationsalgorithmus) und einer technischen Architektur, die zu Forschungszwecken erstellt wurde.",1,Die Publikation evaluiert das entwickelte Twitterwall-System 'twitt4con' durch den Einsatz auf der DeLFI 2010 und eine begleitende Befragung der Konferenzteilnehmer. Die Ergebnisse der Evaluation werden im Abschnitt 4 ausführlich dargestellt.,0,"Die Publikation beschäftigt sich mit der Unterstützung von Konferenzen durch Twitterwalls, nicht jedoch mit einem klassischen Lehr-Lern-Setting wie Schule, Hochschule oder berufliche Aus- und Weiterbildung im engeren Sinne. Es geht um die Organisation und Kommunikation auf Konferenzen, nicht um formale Lehr-Lern-Prozesse.",1,"Die Publikation legt einen starken Fokus auf die Vereinfachung und Verbesserung der Organisation und Gestaltung von Konferenzen durch die Twitterwall. Dies umfasst die Moderation von Beiträgen, das Hervorheben organisatorischer Informationen und die Reduzierung von Ablenkungen während der Vorträge. Die Wirkung auf den Lerneffekt ist hier nur mittelbar von Interesse.",-1,"Die Publikation misst keine Effekte der Twitterwall auf die Lernenden, wie z.B. Wissenserwerb, motivationale oder affektive Wirkungen. Der Fokus liegt auf der Konferenzorganisation und der Nutzung der Twitterwall durch die Teilnehmer, nicht auf Lernerfolgen.",1,"Die Entwicklung der Forschungssoftware 'twitt4con' steht im Vordergrund der Publikation. Es wird eine neue Softwarelösung entworfen, die spezifische Funktionen (z.B. Moderation, Filterung, Klassifikation von Tweets) erfüllt, die zuvor in dieser Form nicht realisierbar waren.",0,"Die Publikation nutzt Twitter als allgemeine Bildungstechnologie, die nicht spezifisch für Forschungszwecke entwickelt wurde. Allerdings steht die Anwendung von Twitter im Hintergrund, während die eigens entwickelte Forschungssoftware 'twitt4con' im Fokus steht. Daher wird dieses Paradigma als implizit enthalten, aber nicht dominant annotiert."
