id,title,authors,year,start_page,end_page,subject,filename,editors,doi,isbn,issn,proceeding_title,series_title,publisher,publication_place,conference_date,conference_location,session_title,publication_type,language,peer_review_status,label_forschungssoftware,label_forschungssoftware_erklärung,label_software_evaluation,label_software_evaluation_erklärung,label_lehr_lern_setting,label_lehr_lern_setting_erklärung,label_prozess_paradigma,label_prozess_paradigma_erklärung,label_lernende_paradigma,label_lernende_paradigma_erklärung,label_design_paradigma,label_design_paradigma_erklärung,label_bildungstechnologie_paradigma,label_bildungstechnologie_paradigma_erklärung
153,Kollaborative Literaturreviews: Entwicklung eines Vorgehensmodells für die gemeinsame Erschließung von Wissensbasen in Lern- und Forschungsgruppen,"Hofer, Julien; Schoormann, Thorsten; Knackstedt, Ralf",2018,189.0,194.0,"Kollaboratives Literaturreview, Kollaborative Literaturanalyse, Kollaboratives Lernen",proceedings_19.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Wissenschaftliches Arbeiten,Text/Conference Paper,de,,0,"Die Publikation beschreibt kein spezifisches Softwareartefakt, das als Forschungssoftware (z. B. Quellcode, Algorithmen, ausführbare Dateien) entwickelt wurde. Stattdessen werden bestehende Tools und Methoden (z. B. Wikis, Foren, Chats, Zotero, Citavi) für kollaborative Literaturreviews diskutiert und integriert.",0,"Es wird keine Evaluation einer spezifischen Forschungssoftware durchgeführt. Die Publikation erwähnt zwar die Nutzung bestehender Tools, aber eine systematische Evaluation dieser Tools im Sinne einer Überprüfung ihrer Wirksamkeit oder Effizienz findet nicht statt.",1,"Die Publikation bezieht sich explizit auf ein Lehr-Lern-Setting in der Hochschullehre, insbesondere auf die Durchführung von Seminar- und Abschlussarbeiten, in denen Literaturreviews eine zentrale Rolle spielen. Das entwickelte Vorgehensmodell zielt darauf ab, kollaborative Arbeitsweisen in der Lehre zu unterstützen.",1,"Das Vorgehensmodell für kollaborative Literaturreviews zielt darauf ab, den Lehr-Lern-Prozess zu vereinfachen, indem es organisatorische Abläufe (z. B. Literatursuche, -analyse und -synthese) durch kollaborative Tools und Methoden unterstützt. Die Effizienz und Effektivität der Literaturanalysen stehen im Vordergrund, was als prozessorientierte Verbesserung interpretiert werden kann.",0,"Obwohl die Publikation auf die Unterstützung von Studierenden abzielt, werden keine direkten Effekte der Forschungssoftware (oder der verwendeten Tools) auf die Lernenden gemessen, wie z. B. Wissenserwerb, motivationale oder affektive Wirkungen. Der Fokus liegt auf dem Prozess, nicht auf den Lernergebnissen.",1,"Die Publikation stellt ein neu entwickeltes Vorgehensmodell (Framework) für kollaborative Literaturreviews vor, das als Artefakt im Sinne des Design-Science-Ansatzes betrachtet werden kann. Dieses Modell erweitert bestehende Ansätze um kollaborative Elemente und erfüllt damit eine neue Funktion in der Lehre.",1,"Die Publikation nutzt allgemeine Bildungstechnologien wie Wikis, Foren, Chats, Zotero, Citavi und andere Tools, die nicht spezifisch für diesen Forschungszweck entwickelt wurden, sondern im Zuge der Digitalisierung verfügbar sind. Diese Technologien werden in den Lehr-Lern-Kontext integriert, um kollaborative Literaturreviews zu unterstützen."
154,Learning Analytics Bundle,"Schiffner, Daniel; Ritter, Marcel; Horn, Florian",2018,195.0,206.0,"Fiber Bundles, Exchange Format, Learning Analytics, Python, xAPI",proceedings_20.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Learning Analytics,Text/Conference Paper,en,,1,"Die Publikation stellt das 'Learning Analytics Bundle' (LeAn Bundle) vor, eine neu entwickelte Datenstruktur und Software-Implementierung in Python, die speziell für den Forschungszweck der Learning Analytics erstellt wurde. Dazu gehören Quellcode, Algorithmen und Skripte, die direkt auf die Datenstruktur zugreifen und Analysen durchführen.",1,Die Publikation evaluiert die entwickelte Forschungssoftware (LeAn Bundle) hinsichtlich Speichereffizienz (Memory Footprint) und Performance im Vergleich zu anderen Speichermethoden wie MongoDB und xAPI-Exporten. Die Evaluation umfasst Benchmarks und Tests mit realen Datensätzen.,0,"Die Publikation beschäftigt sich primär mit der technischen Entwicklung und Evaluation einer Datenstruktur für Learning Analytics. Es wird kein konkretes Lehr-Lern-Setting beschrieben oder untersucht, sondern allgemeine Anwendungsmöglichkeiten in Lehr-Lern-Kontexten diskutiert.",0,"Die Publikation erwähnt zwar die Vereinfachung der Datenorganisation und -analyse im Kontext von Learning Analytics, legt den Fokus aber nicht explizit auf die Erleichterung organisatorischer Abläufe oder die Entlastung von Lehrenden. Der Prozessaspekt ist implizit vorhanden, aber nicht zentral.",-1,"Die Publikation misst keine Effekte der Forschungssoftware auf Lernende (z.B. Wissenserwerb, Motivation oder Zufriedenheit). Der Fokus liegt auf technischen Aspekten wie Datenstruktur und Performance, nicht auf Lernergebnissen.",1,"Die Publikation verfolgt explizit das Ziel, eine neue Datenstruktur (LeAn Bundle) zu entwickeln, die Funktionen erfüllt, die zuvor so nicht realisierbar waren (z.B. Integration von Daten, Skripten und Analysen in einer portablen Datei). Die Entwicklung der Forschungssoftware steht im Vordergrund.",0,"Die Publikation verwendet bestehende Technologien wie HDF5, MongoDB und xAPI als Grundlage für die Entwicklung der Forschungssoftware. Diese Technologien sind allgemeine Bildungstechnologien, die nicht eigens für den Forschungszweck entwickelt wurden, aber im Paper eine untergeordnete Rolle spielen, da der Fokus auf der Neuentwicklung liegt."
155,Lernstil-basierte Evaluation von Nutzungsverhalten der Lernplattform eines Blended Learning Kurses der RWTH Aachen,"Röpke, René; Zaric, Nadja; Schroeder, Ulrik",2018,207.0,218.0,"Lernstile, Personalisierte Lernumgebungen, Blended Learning, e-Learning",proceedings_21.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Learning Analytics,Text/Conference Paper,de,,0,"Die Publikation erwähnt keine eigens entwickelte Forschungssoftware wie Quellcode, Algorithmen oder Skripte. Stattdessen wird eine bestehende Lernplattform (L²P der RWTH Aachen) analysiert, die nicht als Forschungssoftware im engeren Sinne gilt.",0,"Es findet keine Evaluation von Forschungssoftware statt, da keine solche Software im Beitrag entwickelt oder untersucht wird. Die Analyse bezieht sich auf Nutzungsverhalten innerhalb einer etablierten Lernplattform.",1,"Die Publikation untersucht ein konkretes Lehr-Lern-Setting, nämlich einen Blended-Learning-Kurs ('Einführung in Webtechnologien') an der RWTH Aachen. Es werden Lernstile, Nutzungsverhalten und Kursgestaltung in diesem spezifischen Setting analysiert.",0,"Die Publikation thematisiert zwar organisatorische Aspekte des Kurses (z. B. Bereitstellung von Materialien, Gruppenarbeit), aber der Fokus liegt nicht auf der Vereinfachung von Lehr-Lern-Prozessen durch Software. Die Analyse zielt eher auf die Anpassung des Kurses an Lernstile ab, nicht auf prozessuale Erleichterungen.",1,"Der Beitrag misst explizit Effekte auf die Lernenden, insbesondere kognitive Aspekte (z. B. Bewertungen in Übungen, Projekten, e-Tests) und affektive Aspekte (z. B. Nutzungsverhalten, Präferenzen für Lernmaterialien). Die Analyse der Lernstile und deren Auswirkungen auf den Lernerfolg stehen im Vordergrund.",-1,"Es wird keine neue Forschungssoftware entwickelt oder ein Designprozess beschrieben. Die Publikation analysiert bestehende Systeme und deren Nutzung, ohne eigene Softwarelösungen zu entwerfen.",1,"Die Publikation setzt eine allgemeine Bildungstechnologie ein (Lernplattform L²P), die nicht spezifisch für diesen Forschungszweck entwickelt wurde, sondern im Rahmen der Digitalisierung von Lehr-Lern-Prozessen verfügbar ist. Die Analyse konzentriert sich auf die Anwendung dieser Technologie im Bildungskontext."
156,Student Success Prediction and the Trade-Off between Big Data and Data Minimization,"Heuer, Hendrik; Breiter, Andreas",2018,219.0,230.0,"Learning analytics, MOOCs, daily activity, machine learning, data science, group formation, digital traces, privacy, clickstream, student data, student performance",proceedings_22.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Learning Analytics,Text/Conference Paper,en,,1,"Die Publikation verwendet maschinelle Lernmodelle (z.B. Decision Tree, Random Forest, Logistic Regression, Support Vector Machine) und Clustering-Algorithmen (k-means), die für den Forschungszweck der Vorhersage von Studienerfolg und Gruppierung von Studierenden eingesetzt werden. Diese Algorithmen und Skripte (z.B. in Python mit scikit-learn) stellen Forschungssoftware dar.",1,"Die Publikation evaluiert die eingesetzten maschinellen Lernmodelle und Clustering-Algorithmen anhand von Metriken wie Accuracy, Precision, Recall und F1-Score. Dies zeigt eine systematische Bewertung der Forschungssoftware.",1,"Die Publikation untersucht ein konkretes Lehr-Lern-Setting, nämlich die Nutzung eines virtuellen Lernumfelds (VLE) an der Open University. Die Analyse der täglichen Aktivitäten der Studierenden und deren Erfolg in Kursen bezieht sich direkt auf dieses Setting.",0,"Die Publikation thematisiert zwar die Vereinfachung von Datenverarbeitung und die Minimierung von Daten (Prinzip der Datensparsamkeit), jedoch steht nicht die Vereinfachung organisatorischer Abläufe oder die Entlastung der Lehrenden im Vordergrund. Der Fokus liegt eher auf der Vorhersage von Studienerfolg und der Gruppierung von Studierenden, weshalb das prozessorientierte Paradigma nur implizit enthalten ist.",1,"Die Publikation misst explizit die Effekte der Forschungssoftware auf die Lernenden, insbesondere durch die Vorhersage des Studienerfolgs (Pass/Fail) und die Identifikation von Studierenden, die gefährdet sind, einen Kurs nicht zu bestehen. Dies stellt eine kognitive Wirkung dar.",0,"Die Publikation entwickelt keine neue Forschungssoftware, sondern nutzt bestehende Algorithmen (z.B. aus scikit-learn) und passt diese an. Allerdings wird durch Feature Engineering (z.B. binarisierte tägliche Aktivität) ein gewisser Designaspekt verfolgt, der jedoch nicht im Vordergrund steht. Daher wird das Paradigma mit 0 annotiert.",1,"Die Publikation setzt eine allgemeine Bildungstechnologie ein, nämlich virtuelle Lernumgebungen (VLEs) und maschinelle Lernalgorithmen, die nicht spezifisch für diesen Forschungszweck entwickelt wurden, sondern im Zuge der Digitalisierung von Lehr-Lern-Prozessen verfügbar sind. Diese Technologien werden im Bildungskontext angewendet."
157,Track every move of your students: log files for Learning Analytics from mobile screen recordings,"Krieter, Philipp; Breiter, Andreas",2018,231.0,242.0,"Learning Analytics, mobile screen recordings, data sources, log files, Human Computer Interaction, Computer Vison",proceedings_23.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Mobile Anwendungen,Text/Conference Paper,en,,1,"Die Publikation stellt eine Methode zur Generierung von Log-Dateien aus mobilen Bildschirmaufzeichnungen vor, die auf Computer Vision und Machine Learning basiert. Dieser Ansatz umfasst Algorithmen, Skripte und Arbeitsabläufe, die explizit für Forschungszwecke im Bereich Learning Analytics entwickelt wurden.",1,"Die Publikation evaluiert die entwickelte Methode anhand von 118 Beispiel-Bildschirmaufzeichnungen. Es werden Ergebnisse zur Genauigkeit der Ereigniserkennung (z.B. 1,3 % falsch-positive Ereignisse) und zur technischen Machbarkeit präsentiert.",0,"Die Publikation diskutiert zwar den Einsatz der Methode im Kontext von Lehr-Lern-Umgebungen, es wird jedoch kein konkretes Lehr-Lern-Setting (z.B. Kurs, Seminar oder spezifische Lernaktivität) beschrieben oder untersucht.",0,"Die Methode zielt darauf ab, Daten für Learning Analytics zu generieren, was indirekt die Organisation und Analyse von Lehr-Lern-Prozessen unterstützen könnte. Allerdings steht die Vereinfachung organisatorischer Abläufe oder die Entlastung von Lehrenden nicht explizit im Vordergrund, daher wird hier eine 0 vergeben.",0,"Die Publikation erwähnt zwar, dass die generierten Log-Dateien für Learning Analytics genutzt werden können, um Lernaktivitäten zu analysieren. Es werden jedoch keine konkreten Effekte auf Lernende (z.B. kognitive, motivationale oder affektive Wirkungen) gemessen oder diskutiert. Daher wird hier eine 0 vergeben.",1,"Der Hauptfokus der Publikation liegt auf der Entwicklung einer neuen Methode zur Generierung von Log-Dateien aus mobilen Bildschirmaufzeichnungen. Diese Methode stellt eine innovative Forschungssoftware dar, die zuvor nicht in dieser Form realisierbar war.",0,"Die Publikation nutzt zwar Technologien wie Computer Vision und Machine Learning, die im Zuge der Digitalisierung verfügbar geworden sind. Allerdings wird hier eine spezifisch für den Forschungszweck entwickelte Methode vorgestellt, sodass keine allgemeine Bildungstechnologie im Vordergrund steht. Daher wird eine 0 vergeben."
158,Schrittweise Hilfestellung bei der App-Installation für technikferne Erwachsene direkt am Gerät,"Noichl, Svenja; Röpke, René; Schroeder, Ulrik",2018,243.0,254.0,"App-Installation, technikferne Erwachsene, Tablet, Smartphone, Android, Lernen am Gerät",proceedings_24.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Mobile Anwendungen,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung einer Installationshilfe in Form einer Android-App (Display-Overlay), die speziell für den Forschungszweck der schrittweisen Unterstützung technikferner Erwachsener bei der App-Installation erstellt wurde. Dies umfasst Quellcode, Algorithmen und ausführbare Dateien.",1,Die entwickelte Installationshilfe wird in einem Tablet-Workshop mit 10 Teilnehmerinnen und Teilnehmern evaluiert. Dabei werden Nutzungsdaten (Log-Daten) erfasst und die Handhabung der Hilfestellung beobachtet.,1,"Die Publikation beschreibt ein konkretes Lehr-Lern-Setting in Form eines Tablet-Workshops, in dem technikferne Erwachsene die App-Installation erlernen. Die Installationshilfe ist explizit für den Einsatz in diesem Workshop konzipiert.",0,"Die Publikation legt keinen expliziten Fokus auf die Vereinfachung organisatorischer Abläufe oder die Entlastung von Lehrenden. Allerdings wird implizit die Gestaltung des Lehr-Lern-Prozesses durch die Installationshilfe unterstützt, da diese den Installationsvorgang strukturiert und erleichtert.",1,"Die Effekte der Forschungssoftware auf die Lernenden werden explizit gemessen. Es wird evaluiert, ob die Teilnehmerinnen und Teilnehmer den Installationsprozess erfolgreich durchführen können, und es werden Zeiten sowie Navigationsverhalten analysiert. Zudem wird das Vorwissen der Lernenden erhoben.",1,"Die Entwicklung der Forschungssoftware (Installationshilfe) steht im Vordergrund. Es wird eine neue Lösung implementiert, die Funktionen erfüllt, die so zuvor nicht realisierbar waren (z. B. schrittweise Hilfestellung direkt am Gerät während der Nutzung des Google PlayStore).",0,"Die Publikation verwendet zwar allgemeine Bildungstechnologien wie Android-Geräte und den Google PlayStore, der Fokus liegt jedoch auf der eigens entwickelten Forschungssoftware. Daher nimmt das Bildungstechnologie-Paradigma einen geringen Stellenwert ein."
159,Kleingruppenzuteilungs-App 2.0: Heuristische Optimierung der Tutorienplatzvergabe in Massenveranstaltungen,"Hobert, Sebastian; Koch, Kevin; Holthoff, Nils; Schumann, Matthias",2018,255.0,260.0,"Tutorien, Kleingruppen, Übungen, Zuteilung, Platzvergabe, Heuristische Optimierung",proceedings_25.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Mobile Anwendungen,Text/Conference Paper,de,,1,"Die Publikation stellt die 'Kleingruppenzuteilungs-App 2.0' vor, die explizit als technische Lösung für die Tutorienplatzvergabe entwickelt wurde. Sie umfasst Algorithmen (Ameisenalgorithmus), eine Smartphone-App für Studierende und eine Verwaltungsoberfläche für Dozierende, die alle zu einem Forschungszweck erstellt wurden.",1,"Die Publikation enthält eine zweistufige Evaluation der entwickelten Software. Es wurden Parameter für den Ameisenalgorithmus getestet und die Ergebnisse der neuen Version mit denen der alten Version verglichen, um die Tauglichkeit und Güte der Zuteilung zu prüfen.",1,"Die Publikation bezieht sich konkret auf das Lehr-Lern-Setting von Tutorien in universitären Massenveranstaltungen. Es wird beschrieben, wie die Platzvergabe in Tutorien organisiert und optimiert wird, um die Teilnahme und Motivation der Studierenden zu fördern.",1,"Der Hauptfokus der Publikation liegt auf der Vereinfachung des Lehr-Lern-Prozesses durch die Optimierung der Tutorienplatzvergabe. Die Software erleichtert organisatorische Abläufe, vermeidet Terminüberschneidungen und berücksichtigt persönliche Präferenzen der Studierenden, was die Rahmenbedingungen der Lehre verbessert.",0,"Obwohl die Publikation die Berücksichtigung persönlicher Präferenzen der Studierenden und die Förderung ihrer Motivation zur Teilnahme an Tutorien erwähnt, werden keine direkten Effekte auf kognitive, motivationale oder affektive Wirkungen der Lernenden gemessen. Der Fokus liegt eher auf der organisatorischen Verbesserung.",1,"Die Entwicklung der 'Kleingruppenzuteilungs-App 2.0' steht im Vordergrund der Publikation. Es wird eine neue Forschungssoftware präsentiert, die Funktionen erfüllt (z.B. heuristische Optimierung mittels Ameisenalgorithmus), die zuvor in dieser Form nicht realisierbar waren.",-1,"Die Publikation beschäftigt sich nicht mit der Anwendung allgemeiner Bildungstechnologien, sondern mit der Entwicklung und Evaluation einer spezifischen Forschungssoftware zur Lösung eines konkreten Problems in der Lehre."
160,Unterstützungspotenziale des Quantified-Self-Ansatzes im selbstregulierten personalisierten Lernen,"Melzer, Philipp; Schneider, Bernd; Schoop, Mareike",2018,261.0,266.0,"Selbstreguliertes Lernen, Personalisierung, Quantified-Self, Lernstile",proceedings_26.pdf,"Krömker, Detlef; Schroeder, Ulrik",,978-3-88579-678-7,1617-5468,DeLFI 2018 - Die 16. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-284",Gesellschaft für Informatik e.V.,Bonn,10.-12. September 2018,Frankfurt am Main,Mobile Anwendungen,Text/Conference Paper,de,,1,"Die Publikation stellt die mobile Applikation 'Quantified-Self im E-Learning' (QSEL) vor, die explizit für den Forschungszweck der Unterstützung selbstregulierten personalisierten Lernens entwickelt wurde. Damit handelt es sich um Forschungssoftware im Sinne der Definition (Quellcode, Algorithmen, ausführbare Dateien).",0,"Die Publikation beschreibt die Entwicklung und Funktionalitäten der QSEL-App, jedoch wird keine systematische Evaluation der Software (z. B. Usability-Tests, Wirksamkeitsstudien) berichtet. Es gibt lediglich eine Diskussion über Limitationen (z. B. manuelle Datenerfassung), aber keine explizite Evaluationsstudie.",1,"Die Publikation bezieht sich konkret auf das Lehr-Lern-Setting der Hochschullehre, insbesondere auf selbstreguliertes personalisiertes Lernen von Studierenden. Die QSEL-App ist für den Einsatz in diesem Setting konzipiert.",0,"Die Publikation thematisiert zwar die Strukturierung und Dokumentation von Lernprozessen durch die QSEL-App, der Fokus liegt jedoch nicht primär auf der Vereinfachung organisatorischer Abläufe oder der Entlastung von Lehrenden. Vielmehr steht die Unterstützung der Lernenden im Vordergrund. Daher wird das prozessorientierte Paradigma nur implizit adressiert.",1,"Die Publikation verfolgt explizit das Ziel, die Effekte der QSEL-App auf die Lernenden zu untersuchen, insbesondere im Hinblick auf Selbstreflexion, Selbstregulation und Personalisierung des Lernprozesses. Motivationale und affektive Wirkungen (z. B. Zufriedenheit) werden ebenfalls angesprochen.",1,"Die Entwicklung der QSEL-App steht im Mittelpunkt der Publikation. Die App wird als neue Forschungssoftware vorgestellt, die Funktionen zur Unterstützung selbstregulierten Lernens bietet, die zuvor so nicht realisierbar waren (z. B. plattformübergreifende Erfassung und Auswertung von Lerndaten).",-1,"Die Publikation beschäftigt sich nicht mit der Anwendung allgemeiner Bildungstechnologien, sondern mit der Entwicklung einer spezifischen Forschungssoftware (QSEL-App). Daher ist das Bildungstechnologie-Paradigma nicht relevant."
161,Vergleich von Technologien zur Entwicklung barrierefreier mobiler Lernapplikationen,"Keus, Alexandra; Noichl, Svenja; Schroeder, Ulrik ",2019,15.0,20.0,"Barrierefreiheit, Cross-Plattform-App, Native Android App, Web-App, Lernapplikation",DELFI2019_247_Vergleich_von_Technologien_zur_Entwicklung_barrierefreier_mobiler_Lernapplikationen.pdf,"Pinkwart, Niels; Konert, Johannes",10.18420/delfi2019_247,978-3-88579-691-6,1617-5468,DELFI 2019,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-297",Gesellschaft für Informatik e.V.,Bonn,16.-19. September 2019,"Berlin, Germany",Inklusion,Text/Conference Paper ,de,,0,"Die Publikation beschreibt die Entwicklung und den Vergleich von drei Varianten einer mobilen Lernapplikation (native Android App, Cross-Plattform-App, Web-App), jedoch handelt es sich dabei nicht um Forschungssoftware im Sinne von neu entwickelten Quellcode-Dateien, Algorithmen oder Skripten für einen spezifischen Forschungszweck. Vielmehr werden bestehende Technologien und Frameworks (z. B. Cordova, Ionic) genutzt und evaluiert.",1,"Die Publikation evaluiert die drei App-Varianten hinsichtlich ihrer Barrierefreiheit mittels manueller und toolgestützter Tests (z. B. Screenreader TalkBack, Android Accessibility Scanner). Dies stellt eine systematische Evaluation der genutzten Technologien dar.",1,"Die Publikation bezieht sich auf eine beispielhafte Lernapplikation, die zur Anwendung erlernten Wissens über Interaktionsmöglichkeiten mit mobilen Geräten dient. Damit ist ein konkretes Lehr-Lern-Setting gegeben, auch wenn es sich um eine prototypische Implementierung handelt.",-1,"Die Publikation fokussiert nicht auf die Vereinfachung organisatorischer Abläufe oder die Entlastung von Lehrenden. Stattdessen steht die technische Umsetzung und Evaluation der Barrierefreiheit im Vordergrund, ohne Bezug zur Prozessoptimierung im Lehr-Lern-Setting.",0,"Die Publikation untersucht zwar die Nutzbarkeit der Apps für Lernende mit Beeinträchtigungen (z. B. Screenreader-Nutzung), jedoch werden keine kognitiven, motivationalen oder affektiven Effekte auf die Lernenden gemessen. Die Evaluation beschränkt sich auf technische Aspekte der Barrierefreiheit, nicht auf Lernerfolge oder -erfahrungen.",0,"Die Publikation entwickelt keine neue Forschungssoftware, sondern vergleicht bestehende Technologien (native App, Cross-Plattform-App, Web-App) zur Umsetzung barrierefreier Lernapplikationen. Allerdings wird die Beispiel-App selbst gebaut, was einen geringen Design-Aspekt impliziert, aber nicht im Vordergrund steht.",1,"Die Publikation setzt allgemeine Bildungstechnologien ein (z. B. Cordova, Ionic, Screenreader, Accessibility Scanner), die nicht spezifisch für diesen Forschungszweck entwickelt wurden, sondern im Zuge der Digitalisierung verfügbar sind. Der Fokus liegt auf der Anwendung dieser Technologien im Bildungskontext (barrierefreie mobile Lernapplikationen)."
162,"Konzeption mobiler, inklusiver Aufgaben und Hilfetools in der Ausbildung der Bauindustrie","Noichl, Svenja; Korth, Susanne; Schroeder, Ulrik ",2019,21.0,26.0,"berufliche Ausbildung, Inklusion, Lernbarrieren, Cross-Plattform-Apps",DELFI2019_243_Konzeption_mobiler__inklusiver_Aufgaben_und_Hilfetools_in_der_Ausbildung_der_Bauindustrie.pdf,"Pinkwart, Niels; Konert, Johannes",10.18420/delfi2019_243,978-3-88579-691-6,1617-5468,DELFI 2019,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-297",Gesellschaft für Informatik e.V.,Bonn,16.-19. September 2019,"Berlin, Germany",Inklusion,Text/Conference Paper ,de,,1,"Die Publikation beschreibt die Konzeption und geplante Entwicklung einer mobilen Lernapplikation (inklusive Hilfetools) für die Ausbildung in der Bauindustrie. Diese Applikation stellt Forschungssoftware dar, da sie spezifisch für den Forschungszweck der inklusiven Unterstützung von Auszubildenden mit Lernbarrieren entwickelt wird.",0,"Obwohl die Publikation die geplante iterative Erprobung und Weiterentwicklung der Applikation mit der Zielgruppe erwähnt, wird keine konkrete Evaluation der Forschungssoftware im Sinne einer systematischen Überprüfung ihrer Wirksamkeit oder Effektivität beschrieben. Es handelt sich eher um eine formative Entwicklung als um eine abschließende Evaluation.",1,"Die Publikation bezieht sich explizit auf ein konkretes Lehr-Lern-Setting, nämlich die berufliche Ausbildung in der Bauindustrie, insbesondere im Bereich Mauerwerksbau. Die mobile Lernapplikation ist für den Einsatz in den Grundlehrgängen des ersten Lehrjahres am Ausbildungszentrum Kerpen konzipiert.",0,"Die Publikation thematisiert zwar die Unterstützung von Lehr-Lern-Prozessen durch die mobile Applikation, der Fokus liegt jedoch nicht auf der Vereinfachung organisatorischer Abläufe oder der Entlastung von Lehrenden. Vielmehr steht die direkte Unterstützung der Lernenden im Vordergrund. Daher wird das prozessorientierte Paradigma nur implizit und mit geringem Stellenwert angesprochen.",1,"Die Publikation verfolgt explizit das Ziel, die Effekte der Forschungssoftware auf die Lernenden zu messen. Dies zeigt sich in der Konzeption von Hilfetools, die individuelle Lernbarrieren abbauen sollen, sowie in der geplanten iterativen Erprobung mit der Zielgruppe. Der Fokus liegt auf kognitiven Wirkungen (z. B. Verständnis von Aufgabenstellungen) und der Unterstützung von Auszubildenden mit Lernschwierigkeiten.",1,"Die Entwicklung der mobilen Lernapplikation mit inklusiven Aufgaben und Hilfetools steht im Vordergrund der Publikation. Es wird ein neues Konzept vorgestellt, das Funktionen erfüllt (z. B. barrierefreie Gestaltung, individuelle Hilfestellungen), die in dieser Form zuvor nicht realisierbar waren. Daher wird das designorientierte Paradigma explizit verfolgt.",0,"Die Publikation nutzt zwar digitale Technologien (z. B. mobile Applikationen, Cross-Plattform-Entwicklung), jedoch wird die Technologie eigens für den Forschungszweck der inklusiven Unterstützung entwickelt. Es handelt sich nicht um eine allgemeine Bildungstechnologie, die unabhängig von diesem konkreten Forschungsprojekt existiert. Daher ist das Bildungstechnologie-Paradigma nur implizit enthalten."
