id,title,authors,year,start_page,end_page,subject,filename,editors,doi,isbn,issn,proceeding_title,series_title,publisher,publication_place,conference_date,conference_location,session_title,publication_type,language,peer_review_status,label_forschungssoftware,label_forschungssoftware_erklärung,label_software_evaluation,label_software_evaluation_erklärung,label_lehr_lern_setting,label_lehr_lern_setting_erklärung,label_prozess_paradigma,label_prozess_paradigma_erklärung,label_lernende_paradigma,label_lernende_paradigma_erklärung,label_design_paradigma,label_design_paradigma_erklärung,label_bildungstechnologie_paradigma,label_bildungstechnologie_paradigma_erklärung
118,eledSQL - Entwicklung und Erprobung einer webbasierten Lernumgebung für Datenbanken und SQL,"Ufert, Anja; Grillenberger, Andreas; Brinda, Torsten",2013,167.0,178.0,,167.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2026,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung der Lernumgebung 'eledSQL', die als webbasierte Forschungssoftware für den schulischen Einsatz konzipiert und implementiert wurde. Es handelt sich um eine eigens für den Forschungszweck (Unterricht zu Datenbanken und SQL) entwickelte Software.",1,"Die Publikation enthält eine ausführliche unterrichtliche Erprobung der Software 'eledSQL' in zwei Schulklassen, inklusive begleitender Untersuchungen (Fragebögen, Lehrkraftbefragungen, SQL-Test). Dies stellt eine Evaluation der Forschungssoftware dar.",1.0,"Die Publikation beschreibt detailliert ein konkretes Lehr-Lern-Setting, in dem die Software 'eledSQL' in zwei Informatikkursen der 9. Jahrgangsstufe eines bayerischen Gymnasiums eingesetzt und evaluiert wurde.",1.0,"Die Publikation betont explizit die Vereinfachung des Lehr-Lern-Prozesses durch 'eledSQL', z.B. durch die Reduktion organisatorischen Aufwands (keine Installation nötig, webbasierter Zugang), die Entlastung der Lehrkraft (einfache Verwaltung von Tabellen und Benutzerrechten) und die Verbesserung der Rahmenbedingungen (z.B. paralleles Arbeiten mehrerer Schülergruppen).",1.0,"Die Publikation misst explizit die Effekte der Software auf die Lernenden, z.B. durch einen SQL-Test zur Lernzielkontrolle, Fragen zur Aufgabenbearbeitung, zur Akzeptanz der Software und zur Wahrnehmung der naturgemäßsprachlichen Abfragen. Auch motivationale und affektive Aspekte (z.B. Zufriedenheit, Interesse) werden erhoben.",1.0,"Die Entwicklung der Forschungssoftware 'eledSQL' steht im Vordergrund der Publikation. Es wird beschrieben, wie eine neue Lernumgebung konzipiert, implementiert und mit Funktionen ausgestattet wurde, die speziell für den schulischen Einsatz (z.B. naturgemäßsprachliche Abfragen, rollenbasiertes Login) entwickelt wurden und so zuvor nicht verfügbar waren.",0.0,"Die Publikation erwähnt zwar allgemeine Bildungstechnologien wie MS Office Access oder HeidiSQL, die im Unterricht eingesetzt werden, aber der Fokus liegt auf der neu entwickelten Forschungssoftware 'eledSQL'. Der Einsatz allgemeiner Bildungstechnologien wird nur als Vergleich oder Motivation für die Entwicklung von 'eledSQL' genannt, steht aber nicht im Vordergrund."
119,Bloggen in Großveranstaltungen - Mit Studierendenblogs erfolgreich Interaktion fördern,"Bernhardt, Thomas; Kul, Aysun",2013,179.0,190.0,,179.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2027,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt das Plugin 'feedbackr' für die Weblog-Plattform Wordpress und Buddypress, das speziell zur Unterstützung des didaktischen Konzepts der Ringvorlesung entwickelt und prototypisch eingesetzt wurde. Es handelt sich um eine technische Erweiterung, die für den Forschungszweck der Interaktionsförderung in Großveranstaltungen erstellt wurde.",1,"Die Publikation evaluiert den Einsatz des Plugins 'feedbackr' im Rahmen der Ringvorlesung. Die Evaluationsergebnisse umfassen die Nutzung, die Akzeptanz und die wahrgenommene Unterstützung durch das Tool, was einer Evaluation der Forschungssoftware entspricht.",1.0,"Die Publikation behandelt konkret das Lehr-Lern-Setting einer Ringvorlesung mit über 250 Studierenden. Es wird beschrieben, wie Blogs und das Plugin 'feedbackr' in diesem Setting eingesetzt werden, um Interaktion und Lernprozesse zu fördern.",1.0,"Die Publikation legt einen starken Fokus auf die Vereinfachung organisatorischer Abläufe durch das Plugin 'feedbackr'. Dazu gehören die Aggregation von Beiträgen und Kommentaren, die Unterstützung des Peer-Tutoring und die Übersicht über die Aktivitäten der Studierenden. Diese Aspekte erleichtern die Organisation und Gestaltung des Lehr-Lern-Settings.",1.0,"Die Effekte der Forschungssoftware auf die Lernenden werden umfassend evaluiert. Dazu zählen kognitive Wirkungen (z.B. Reflexionsprozesse, vertiefte Auseinandersetzung mit Inhalten), motivationale Wirkungen (z.B. Motivation durch Kommentare) und affektive Wirkungen (z.B. Zufriedenheit, Wahrnehmung einer Lerngemeinschaft).",1.0,"Die Entwicklung des Plugins 'feedbackr' steht im Vordergrund der Publikation. Es wird beschrieben, wie das Tool speziell für die Anforderungen der Großveranstaltung entworfen und umgesetzt wurde, um Funktionen zu erfüllen, die mit bestehenden Lösungen nicht realisierbar waren.",0.0,"Obwohl die Publikation allgemeine Bildungstechnologien wie Wordpress und Buddypress nutzt, liegt der Fokus auf der spezifischen Erweiterung 'feedbackr', die als Forschungssoftware entwickelt wurde. Die allgemeine Technologie wird zwar erwähnt, steht aber nicht im Vordergrund der Evaluation oder Diskussion."
120,Kollaboratives Planen und Lernen mit der web-basierten Lernplattform Metafora,"Harrer, Andreas; Pfahler, Kerstin; Lingnau, Andreas; Herbst, Vanessa; ",2013,191.0,202.0,,191.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2028,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die web-basierte Lernplattform Metafora, die explizit für das kollaborative Lernen und Planen im mathematisch-naturwissenschaftlichen Unterricht entwickelt wurde. Dazu gehören Quellcode, Algorithmen (z.B. Analyseagenten) und integrierte Lernwerkzeuge wie das Planning Tool, LASAD und Mikrowelten, die als Forschungssoftware einzustufen sind.",1,"Die Publikation erwähnt eine systematische Evaluation des generierten Feedbacks durch Analyseagenten sowie die Auswertung von Datenbeständen aus praktischen Einsätzen in Schulen. Zudem wird ein Ansatz zur Re-Analyse archivierter Daten beschrieben, um die Nützlichkeit des Feedbacks zu bewerten.",1.0,"Die Publikation beschreibt detailliert den Einsatz der Metafora-Plattform in konkreten Lehr-Lern-Settings, insbesondere in Schulklassen mit Schülern im Alter von 12 bis 16 Jahren. Es werden Unterrichtssequenzen (challenges) im Umfang von ca. 20 Stunden in Kleingruppen durchgeführt und evaluiert.",1.0,"Die Metafora-Plattform zielt explizit darauf ab, den Lehr-Lern-Prozess zu vereinfachen, indem sie kollaboratives Planen und selbstreguliertes Lernen unterstützt. Funktionen wie das Planning Tool, Gruppenchat und die Workbench erleichtern die Organisation und Reflexion von Lernaktivitäten, was die Rahmenbedingungen der Lehre verbessert.",0.0,"Obwohl die Publikation die Unterstützung der Lernenden durch Feedback und Analyseagenten beschreibt, liegt der Fokus nicht auf der Messung kognitiver, motivationaler oder affektiver Effekte. Es gibt keine explizite Evaluation der Wirkungen auf die Lernenden, sondern eher eine prozessorientierte und designorientierte Perspektive.",1.0,"Die Entwicklung der Metafora-Plattform steht im Vordergrund der Publikation. Es wird eine neue, flexible Architektur vorgestellt, die verschiedene Lernwerkzeuge und Analyseagenten integriert, um kollaboratives Lernen und Planen zu ermöglichen. Die Plattform erfüllt Funktionen, die zuvor so nicht realisierbar waren.",0.0,"Die Publikation beschreibt zwar den Einsatz web-basierter Technologien (z.B. GWT, XMPP), jedoch handelt es sich dabei um die technische Umsetzung der eigens entwickelten Forschungssoftware Metafora. Es wird keine allgemeine Bildungstechnologie eingesetzt, die nicht für den Forschungszweck entwickelt wurde."
121,"Entwicklung eines Autorenwerkzeuges für digitale, multimediale und interaktive Lernbausteine im Web 2.0","Hielscher, Michael; Hartmann, Werner; Rothlauf, Franz",2013,203.0,214.0,,203.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2029,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung des Autorenwerkzeugs LearningApps.org, das als Forschungssoftware im Sinne von Quellcode, Algorithmen und einer Webapplikation für den Forschungszweck der Erstellung multimedialer, interaktiver Lernbausteine erstellt wurde.",1,"Die Publikation enthält mehrere Evaluationsschritte der Forschungssoftware, darunter empirische Studien mit Lehramtsstudierenden, Expertenbefragungen und quantitative Evaluationen mittels Fragebögen. Zudem wird die Nutzung der Plattform durch Logfile-Analysen evaluiert.",1.0,"Die Publikation bezieht sich explizit auf konkrete Lehr-Lern-Settings, insbesondere im Schul- und Hochschulkontext. Es werden Szenarien wie selbstständiges Üben, Hausaufgaben, Binnendifferenzierung und der Einsatz im Fremdsprachenunterricht beschrieben.",1.0,"Die Publikation betont die Vereinfachung des Lehr-Lern-Prozesses durch die Forschungssoftware, z.B. durch die einfache Erstellung, den Austausch und die Einbettung von Lernbausteinen. Die Organisationserleichterung (z.B. Nutzung in Lernplattformen, Blogs oder Wikis) steht im Vordergrund.",0.0,"Obwohl die Effekte auf Lernende (z.B. Motivation durch Gamifizierung) erwähnt werden, liegt der Fokus nicht auf der systematischen Messung kognitiver, motivationaler oder affektiver Wirkungen. Diese Aspekte werden nur implizit oder am Rande behandelt.",1.0,"Die Entwicklung der Forschungssoftware LearningApps.org steht im Mittelpunkt der Publikation. Es wird beschrieben, wie das Werkzeug neue Funktionen (z.B. Gamification, Multimedia-Integration) realisiert, die zuvor nicht verfügbar waren.",0.0,"Die Publikation nutzt zwar Web 2.0-Technologien und mobile Endgeräte, aber der Fokus liegt auf der eigens entwickelten Forschungssoftware (LearningApps.org). Allgemeine Bildungstechnologien (z.B. YouTube, Moodle) werden nur als unterstützende Tools erwähnt, nicht als zentraler Evaluationsgegenstand."
122,Tutonium - Interaktive Tutorials für Web-Anwendungen,"Thelen, Tobias; Lucke, Ron; Siekmeyer, Anne",2013,215.0,226.0,,215.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2030,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation stellt 'Tutonium' vor, ein experimentelles Tutorial-Tool für Web-Anwendungen, das explizit für Forschungs- und Lehrzwecke entwickelt wurde. Es umfasst Quellcode, Skripte (z.B. Javascript-Bibliotheken) und eine Autorenumgebung basierend auf Selenium, die zur Erstellung interaktiver Tutorials dienen.",1,"Die Publikation berichtet über Nutzungserfahrungen mit Tutonium in zwei produktiven Umgebungen (PmWiki und ausbilder-heute.de). Zudem wurden Einzelinterviews mit Nutzern durchgeführt, um die Akzeptanz und Funktionalität des Tools zu evaluieren.",1.0,"Die Publikation beschreibt konkrete Lehr-Lern-Settings, in denen Tutonium eingesetzt wird, z.B. zur Erklärung der Bearbeitung von Wiki-Seiten in PmWiki oder zur Erstellung von Lernarrangements in Moodle. Die Tutorials zielen darauf ab, Lernende schrittweise in die Nutzung von Web-Anwendungen einzuführen.",0.0,"Obwohl Tutonium die Erstellung und Anpassung von Tutorials erleichtert (z.B. durch die Autorenumgebung), steht die Vereinfachung organisatorischer Abläufe oder die Entlastung von Lehrenden nicht im Vordergrund. Der Fokus liegt eher auf der Interaktivität und Verknüpfung von Tutorial und Anwendung.",0.0,"Die Publikation erwähnt Nutzungsfeedback und subjektive Erfahrungen der Lernenden (z.B. Vorteile der Verknüpfung von Tutorial und Anwendung), aber es werden keine systematischen Messungen kognitiver, motivationaler oder affektiver Effekte durchgeführt. Die Evaluation ist eher anekdotisch.",1.0,"Der Hauptfokus der Publikation liegt auf der Entwicklung von Tutonium als neuartiges Framework für interaktive Tutorials. Es werden technische Lösungen (z.B. DOM-Tree-Manipulation, Framesets) vorgestellt, die zuvor in dieser Form nicht realisierbar waren.",0.0,"Obwohl Selenium und Javascript als allgemeine Technologien eingesetzt werden, steht die Entwicklung von Tutonium als spezifische Forschungssoftware im Vordergrund. Die Publikation geht nicht auf die Anwendung etablierter Bildungstechnologien ohne Forschungsbezug ein."
123,Bewertung von kurzen Freitextantworten in automatischen Prüfungssystemen,"Filipczyk, Martin; Striewe, Michael; Goedicke, Michael",2013,227.0,232.0,,227.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2031,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation stellt einen Ansatz zur automatischen Bewertung von Freitextantworten vor, der als Forschungssoftware im Prüfungssystem JACK integriert ist. Es werden Algorithmen (Bayes-, BLEU- und RegEx-Verfahren) beschrieben, die explizit für den Forschungszweck der automatisierten Bewertung entwickelt wurden.",1,"Die Publikation evaluiert die entwickelte Forschungssoftware durch eine Kalibrierungsphase und einen Testlauf mit echten Klausurdaten. Die Ergebnisse der automatischen Bewertung werden mit manuellen Bewertungen verglichen, um die Eignung des Ansatzes zu prüfen.",1.0,"Die Publikation bezieht sich auf ein konkretes Lehr-Lern-Setting, nämlich die automatische Bewertung von Freitextantworten in Prüfungen der Veranstaltung „Programmierung“. Es werden reale Klausurdaten und studentische Einreichungen verwendet, um die Software zu evaluieren.",1.0,"Die Publikation verfolgt explizit das prozessorientierte Paradigma, da die Forschungssoftware die Organisation und Gestaltung des Lehr-Lern-Prozesses erleichtert. Sie ermöglicht die automatische, objektive und tageszeitunabhängige Bewertung großer Mengen von Einreichungen, was die Lehrenden entlastet und die Rahmenbedingungen der Lehre verbessert.",0.0,"Die Effekte der Forschungssoftware auf die Lernenden werden nicht direkt gemessen. Zwar wird die Übereinstimmung der automatischen Bewertungen mit manuellen Bewertungen untersucht, aber kognitive, motivationale oder affektive Wirkungen auf die Lernenden stehen nicht im Vordergrund. Der Fokus liegt auf der technischen Machbarkeit und Prozessoptimierung.",1.0,"Die Publikation verfolgt explizit das designorientierte Paradigma, da der Schwerpunkt auf der Entwicklung einer neuen Forschungssoftware liegt. Der Ansatz kombiniert drei Verfahren (Bayes, BLEU, RegEx) und integriert diese in das Prüfungssystem JACK, um eine zuvor nicht realisierbare Funktion (automatische Bewertung von Freitextantworten) zu ermöglichen.",-1.0,"Die Publikation beschäftigt sich nicht mit der Anwendung allgemeiner Bildungstechnologien, sondern mit der Entwicklung und Evaluation einer spezifischen Forschungssoftware. Daher ist das Bildungstechnologie-Paradigma nicht enthalten."
124,Evaluation automatisierter Programmbewertung bei der Vermittlung der Sprachen Java und SQL mit den Gradern „aSQLg“ und „Graja“ aus studentischer Perspektive,"Stöcker, Andreas; Becker, Sebastian; Garmann, Robert; Heine, Felix; Kleiner, Carsten; Bott, Oliver J. ",2013,233.0,238.0,,233.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2032,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Forschungssoftware „aSQLg“ und „Graja“, die eigens für die automatisierte Programmbewertung in der Lehre entwickelt wurden. Beide Tools sind Quellcode-basierte Systeme mit Algorithmen zur Bewertung von Java- und SQL-Programmieraufgaben.",1,"Die Publikation enthält eine umfangreiche Evaluationsstudie zur Bewertung der beiden Grader „aSQLg“ und „Graja“. Dabei werden Usability, Stabilität, Akzeptanz und die Eignung für summatives Assessment aus studentischer Perspektive untersucht.",1.0,Die Publikation bezieht sich auf konkrete Lehr-Lern-Settings in Informatik-Kursen (Java und SQL) an der Hochschule Hannover. Die Grader wurden in realen Lehrveranstaltungen eingesetzt und evaluiert.,0.0,"Die Publikation thematisiert implizit die Vereinfachung des Bewertungsprozesses durch die Grader, z. B. durch Beschleunigung und Objektivierung der Bewertung. Allerdings steht dies nicht im Vordergrund der Evaluation, sondern wird eher als Nebeneffekt erwähnt.",1.0,"Die Evaluation fokussiert explizit auf die Effekte der Grader auf die Lernenden, z. B. durch Messung der Akzeptanz, der Hilfestellung bei der Fehleranalyse, der Motivation zur eigenständigen Arbeit und der Zufriedenheit mit dem Feedback.",1.0,"Die Publikation beschreibt die Entwicklung der beiden Grader „aSQLg“ und „Graja“ als neue Forschungssoftware, die spezifische Funktionen für die automatisierte Programmbewertung in der Lehre erfüllen. Die Entwicklung und Anpassung der Tools steht im Vordergrund.",-1.0,"Die Publikation beschäftigt sich nicht mit der Anwendung allgemeiner Bildungstechnologien, sondern mit der Entwicklung und Evaluation eigens für den Forschungszweck erstellter Software (Forschungssoftware)."
125,Context-aware question and answering for community-based learning,"Diaconita, Irina; Rensing, Christoph; Tittel, Stephan",2013,239.0,244.0,,239.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2033,Bremen,Regular Research Papers,Text/Conference Paper,en,,1,"Die Publikation beschreibt eine innovative Lösung für ein kontextsensitives Frage-Antwort-System, das als Teil einer Lernplattform für community-basiertes Lernen entwickelt wurde. Es handelt sich um eine spezifische Softwarelösung mit Algorithmen zur Kontexterkennung und Frageweiterleitung, die explizit für Forschungszwecke erstellt wurde.",0,"Obwohl die Publikation eine geplante schrittweise Einführung und Evaluation der Lernplattform erwähnt, wird keine detaillierte Evaluation der Forschungssoftware selbst beschrieben. Es gibt keine expliziten Ergebnisse oder Methoden zur Bewertung der Softwareperformance oder -wirksamkeit.",1.0,"Die Publikation bezieht sich auf ein konkretes Lehr-Lern-Setting im beruflichen Kontext von Kfz-Technikern. Es geht um informelles, community-basiertes Lernen am Arbeitsplatz, bei dem Kollegenwissen und -unterstützung im Mittelpunkt stehen.",1.0,"Die Forschungssoftware zielt darauf ab, den Lehr-Lern-Prozess zu vereinfachen, indem sie die Organisation und Gestaltung der Zusammenarbeit zwischen Kollegen optimiert. Sie reduziert die Störung der Community-Mitglieder und verbessert die Rahmenbedingungen für schnelle Wissensvermittlung, was explizit als Ziel der Software genannt wird.",0.0,"Obwohl die Effekte auf die Lernenden implizit eine Rolle spielen (z.B. schnelle Problemlösung), wird keine explizite Messung kognitiver, motivationaler oder affektiver Wirkungen auf die Lernenden vorgenommen. Der Fokus liegt stärker auf der Prozessoptimierung als auf den Lernergebnissen.",1.0,"Die Publikation steht im Zeichen der Entwicklung einer neuen Forschungssoftware, die kontextsensitive Frage-Antwort-Funktionen bietet. Diese Software erfüllt Funktionen, die zuvor in dieser Form nicht realisierbar waren (z.B. automatische Kontexterkennung und dynamische Frageweiterleitung), was den Designaspekt in den Vordergrund stellt.",-1.0,"Die Publikation beschreibt keine allgemeine Bildungstechnologie, sondern eine spezifisch für den Forschungszweck entwickelte Softwarelösung. Es handelt sich nicht um eine bereits etablierte Technologie, die im Zuge der Digitalisierung angewendet wird, sondern um eine Neuentwicklung."
126,Learning Analytics und Visualisierung mit dem LeMo-Tool,"Beuster, Liane; Elkina, Margarita; Fortenbacher, Albrecht; Kappe, Leonard; Merceron, Agathe; Pursian, Andreas; Schwarzrock, Sebastian; Wenzlaff, Boris",2013,245.0,250.0,,245.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2034,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation stellt das LeMo-Tool vor, eine eigens entwickelte Software zur Analyse von Nutzungsdaten in Lernplattformen. Es handelt sich um eine Forschungssoftware, da Quellcode, Algorithmen und Visualisierungswerkzeuge für einen spezifischen Forschungszweck (Learning Analytics) erstellt wurden.",1,"Die Publikation evaluiert das LeMo-Tool durch ein Fallbeispiel (Informatikstudium), in dem die Analysen und Visualisierungen auf ihre Nützlichkeit für die Überprüfung des Lernszenarios und das Verständnis des Lernverhaltens der Studierenden getestet werden.",1.0,"Die Publikation bezieht sich auf ein konkretes Lehr-Lern-Setting: ein zweisemestriges Informatikmodul mit Vorlesung, Übung und digitalen Lernmaterialien (Moodle). Die Nutzung des LeMo-Tools wird in diesem Setting analysiert.",0.0,"Das LeMo-Tool vereinfacht zwar die Analyse von Lehr-Lern-Prozessen (z. B. durch Visualisierungen), aber der Fokus liegt nicht primär auf der Vereinfachung organisatorischer Abläufe oder der Entlastung von Lehrenden. Die Prozessoptimierung ist implizit enthalten, aber nicht zentral.",0.0,"Die Publikation analysiert das Lernverhalten der Studierenden (z. B. Nutzung von Wiki, Tests) und zieht Schlussfolgerungen für die Kursgestaltung. Allerdings werden keine direkten kognitiven, motivationalen oder affektiven Effekte auf die Lernenden gemessen, sondern eher indirekte Rückschlüsse gezogen.",1.0,"Die Entwicklung des LeMo-Tools steht im Vordergrund. Die Publikation beschreibt die Architektur, die implementierten Analysen und die Visualisierungen als neuartige Forschungssoftware, die zuvor nicht verfügbare Funktionen (z. B. plattformunabhängige Nutzungsanalyse) realisiert.",-1.0,"Die Publikation beschäftigt sich nicht mit der Anwendung allgemeiner Bildungstechnologien (z. B. Standard-Lernplattformen wie Moodle), sondern mit der Entwicklung und Evaluation einer spezifischen Forschungssoftware (LeMo)."
127,Success factors for technology mediated learning services - first results of a delphi study,"Bitzer, Philipp; Menschner, Philipp; Leimeister, Jan Marco",2013,251.0,256.0,,251.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2035,Bremen,Regular Research Papers,Text/Conference Paper,en,,0,"Die Publikation erwähnt keine spezifische Forschungssoftware, wie Quellcode-Dateien, Algorithmen oder ausführbare Dateien, die zu einem Forschungszweck erstellt wurden. Es geht um allgemeine Technology Mediated Learning Services (TMLS) und deren Erfolgsfaktoren.",0,Es wird keine Evaluation einer spezifischen Forschungssoftware durchgeführt. Stattdessen werden Erfolgsfaktoren für technologiegestützte Lernservices im Allgemeinen untersucht.,1.0,"Die Publikation beschäftigt sich explizit mit einem konkreten Lehr-Lern-Setting, nämlich der Durchführung von Software-Trainings in Unternehmen unter Nutzung von Technology Mediated Learning Services (TMLS).",0.0,"Obwohl organisatorische Einflüsse (z.B. Unterstützung durch Vorgesetzte, Kommunikation der Wichtigkeit der Schulung) als Erfolgsfaktoren genannt werden, steht nicht die Vereinfachung des Lehr-Lern-Prozesses durch Forschungssoftware im Vordergrund. Die Erfolgsfaktoren sind eher allgemein und nicht direkt auf eine Prozessoptimierung durch Software bezogen.",1.0,"Die Publikation evaluiert explizit die Effekte von TMLS auf die Lernenden, z.B. durch die Bewertung von Lernerfolg, Motivation der Teilnehmer, individuelle Berücksichtigung von Bedürfnissen und die Möglichkeit zur Selbstbewertung des Lernerfolgs. Dies entspricht dem lernendenorientierten Paradigma.",-1.0,"Die Publikation entwickelt keine neue Forschungssoftware. Stattdessen werden bestehende Technologien und Methoden (z.B. Blended Learning) analysiert, aber nicht neu entworfen oder implementiert.",1.0,"Die Publikation untersucht den Einsatz allgemeiner Bildungstechnologien (z.B. Blended Learning, E-Learning-Tools, virtuelle Plattformen), die nicht spezifisch für diesen Forschungszweck entwickelt wurden, sondern im Zuge der Digitalisierung verfügbar sind und in einem Bildungskontext angewendet werden."
128,Expertenevaluierung durch die Methode des lauten Denkens am Beispiel eines Online- Lernspiels,"Ackermann, Laura; Heußner, Melanie; Schmidt, Ludger",2013,257.0,262.0,,257.pdf,"Breiter, Andreas; Rensing, Christoph",,978-3-88579-612-1,1617-5468,DeLFI 2013: Die 11 e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-218",Gesellschaft für Informatik e.V.,Bonn,8.-11. September 2036,Bremen,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung eines browserbasierten Lernspiels, das explizit für den E-Learning-Anteil einer Weiterbildung erstellt wurde. Dieses Lernspiel stellt eine Forschungssoftware dar, da es als rechnergestützter Arbeitsablauf für einen spezifischen Forschungs- und Lehrzweck entwickelt wurde.",1,"Die Publikation evaluiert das entwickelte Lernspiel mittels der Methode des lauten Denkens und einer Expertenevaluation. Dabei werden 108 Probleme in den Kategorien Ergonomie, Gestaltung, Funktionalität und Didaktik identifiziert und analysiert.",1.0,Die Publikation bezieht sich konkret auf ein Lehr-Lern-Setting im Rahmen einer Weiterbildungsmaßnahme für Pflegekräfte und Handwerker zum Thema Ambient Assisted Living (AAL). Das Lernspiel ist für das Selbststudium der Weiterbildungsteilnehmer konzipiert.,0.0,"Obwohl die Publikation die Entwicklung und Evaluation eines Lernspiels beschreibt, liegt der Fokus nicht explizit auf der Vereinfachung organisatorischer Abläufe oder der Entlastung der Lehrenden. Der Schwerpunkt liegt eher auf der Identifikation von Usability- und Design-Problemen, daher wird das prozessorientierte Paradigma nur implizit und mit geringem Stellenwert angesprochen.",-1.0,"Die Publikation untersucht nicht die Effekte der Forschungssoftware auf die Lernenden (z.B. Wissenserwerb, Motivation oder Zufriedenheit). Stattdessen liegt der Fokus auf der Expertenevaluation des Lernspiels hinsichtlich Usability, Gestaltung, Funktionalität und Didaktik.",1.0,"Die Entwicklung des Lernspiels steht im Vordergrund der Publikation. Es wird ein menschzentrierter Gestaltungsansatz verfolgt, und die Evaluation dient dazu, das Design und die Funktionalität des Lernspiels zu verbessern. Damit wird das designorientierte Paradigma explizit verfolgt.",0.0,"Das Lernspiel selbst ist eine spezifisch entwickelte Forschungssoftware, aber die Publikation erwähnt den Einsatz von browserbasierten Technologien, die im Zuge der Digitalisierung verfügbar sind. Da diese Technologien jedoch nicht im Fokus der Evaluation stehen, wird das Bildungstechnologie-Paradigma nur implizit und mit geringem Stellenwert angesprochen."
