id,title,authors,year,start_page,end_page,subject,filename,editors,doi,isbn,issn,proceeding_title,series_title,publisher,publication_place,conference_date,conference_location,session_title,publication_type,language,peer_review_status,label_forschungssoftware,label_forschungssoftware_erklärung,label_software_evaluation,label_software_evaluation_erklärung,label_lehr_lern_setting,label_lehr_lern_setting_erklärung,label_prozess_paradigma,label_prozess_paradigma_erklärung,label_lernende_paradigma,label_lernende_paradigma_erklärung,label_design_paradigma,label_design_paradigma_erklärung,label_bildungstechnologie_paradigma,label_bildungstechnologie_paradigma_erklärung
208,Umsetzung digitaler Prüfungen mit bwLehrpool an der Universität Freiburg,"Suchodoletz, Dirk von; Slotosch, Sven; Rößler, Christian; Ritter, Steffen",2020,151.0,156.0,"E-Prüfungen, bwLehrpool, PC-Pools, kooperativer Landesdienst",151 DELFI2020_paper_62.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,0,"Die Publikation beschreibt die Umsetzung digitaler Prüfungen mit bwLehrpool, aber es wird keine spezifische Forschungssoftware erstellt oder verwendet, die zu einem Forschungszweck erstellt wurde.",1,"Die Publikation evaluiert die Umsetzung digitaler Prüfungen mit bwLehrpool und beschreibt die Erfahrungen und Ergebnisse, die mit diesem System gemacht wurden.",1.0,"Die Publikation geht um ein konkretes Lehr-Lern-Setting, nämlich die Durchführung digitaler Prüfungen an der Universität Freiburg.",1.0,"Die Publikation zeigt, wie bwLehrpool den Lehr-Lern-Prozess vereinfacht, indem es die Organisation und Gestaltung der Prüfungen erleichtert.",0.0,"Die Publikation geht nicht direkt auf die Effekte von bwLehrpool auf die Lernenden ein, sondern konzentriert sich auf die Umsetzung und die Erfahrungen mit dem System.",-1.0,"Die Publikation geht nicht auf die Entwicklung von bwLehrpool ein, sondern beschreibt nur die Umsetzung und die Erfahrungen mit dem System.",1.0,"Die Publikation verwendet allgemeine Bildungstechnologie, nämlich bwLehrpool, die nicht eigens für einen konkreten Forschungszweck entwickelt wurde, sondern im Zuge einer gesellschaftlichen oder technologischen Entwicklung verfügbar geworden ist und nun in einem Bildungskontext angewendet wird."
209,Eine Studie zur Qualitätsbeurteilung von automatisierten Testwerkzeugen zur Prüfung auf Barrierefreiheit ,"Mateen, Saba; Voß-Nakkour, Sarah; Rustemeier, Linda",2020,157.0,168.0,"Digitale Barrierefreiheit, Testwerkzeuge, Inklusion",157 DELFI2020_paper_89.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,0,"Die Publikation beschäftigt sich mit der Evaluation von automatisierten Testwerkzeugen zur Prüfung auf Barrierefreiheit, aber es wird keine eigene Forschungssoftware erstellt oder verwendet.",1,Die Publikation evaluiert die Qualität von automatisierten Testwerkzeugen zur Prüfung auf Barrierefreiheit.,0.0,"Die Publikation beschäftigt sich nicht mit einem konkreten Lehr-Lern-Setting, sondern mit der allgemeinen Evaluation von Testwerkzeugen zur Prüfung auf Barrierefreiheit.",0.0,"Die Publikation beschäftigt sich nicht direkt mit der Vereinfachung von Lehr-Lern-Prozessen durch die Forschungssoftware, sondern mit der Evaluation von Testwerkzeugen zur Prüfung auf Barrierefreiheit.",-1.0,Die Publikation beschäftigt sich nicht mit den Effekten der Forschungssoftware auf die Lernenden.,-1.0,Die Publikation beschäftigt sich nicht mit der Entwicklung von Forschungssoftware.,1.0,Die Publikation beschäftigt sich mit der Anwendung von allgemeiner Bildungstechnologie (automatisierten Testwerkzeugen zur Prüfung auf Barrierefreiheit) in einem Bildungskontext.
210,Nutzerzentrierter Ansatz zur Behebung von digitalen Barrieren,"Giorgashvili, Tornike; Voß-Nakkour, Sarah",2020,169.0,180.0,"Barrierefreiheit, grafische Benutzungsoberfläche, benutzerzentriertes Design, Framework, nutzerzentrierter Ansatz, Design Thinking",169 DELFI2020_paper_84.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,1,"Die Publikation enthält Forschungssoftware, nämlich das AUI-Framework, das zur Verbesserung der Barrierefreiheit von Web-Anwendungen entwickelt wurde.",1,"Die Publikation evaluiert die Forschungssoftware AUI-Framework, indem sie dessen Funktionalität und Benutzerfreundlichkeit testet und bewertet.",1.0,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Verbesserung der Barrierefreiheit von Web-Anwendungen im Bildungswesen.",1.0,"Die Publikation vereinfacht den Lehr-Lern-Prozess durch die Forschungssoftware AUI-Framework, indem sie die Organisation und Gestaltung des Lehr-Lern-Settings erleichtert.",0.0,"Die Publikation geht nicht explizit auf die Effekte der Forschungssoftware auf die Lernenden ein, aber es wird angedeutet, dass die Verbesserung der Barrierefreiheit positive Auswirkungen auf die Lernenden haben kann.",1.0,"Die Publikation entwickelt neue Forschungssoftware, nämlich das AUI-Framework, das zur Verbesserung der Barrierefreiheit von Web-Anwendungen dient.",0.0,"Die Publikation verwendet keine allgemeine Bildungstechnologie, sondern entwickelt eigens Forschungssoftware für die Verbesserung der Barrierefreiheit von Web-Anwendungen."
211,Ermittlung von Usability-Kriterien für Jugendliche mit kognitiven Beeinträchtigungen im Bereich E-Learning,"Semm, Arlett; Spierling, Ulrike",2020,181.0,186.0,"Usability, E-Learning, Anforderungen, Kriterien, kognitive Beeinträchtigung, Lernschwierigkeiten",181 DELFI2020_paper_98.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,0,"Die Publikation beschäftigt sich mit der Ermittlung von Usability-Kriterien für Jugendliche mit kognitiven Beeinträchtigungen im Bereich E-Learning, aber es wird keine spezifische Forschungssoftware vorgestellt oder entwickelt.",0,"Die Publikation evaluiert keine spezifische Forschungssoftware, sondern konzentriert sich auf die Ermittlung von Usability-Kriterien für Jugendliche mit kognitiven Beeinträchtigungen im Bereich E-Learning.",1.0,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Nutzung von E-Learning-Plattformen für Jugendliche mit kognitiven Beeinträchtigungen.",0.0,Die Publikation konzentriert sich auf die Ermittlung von Usability-Kriterien und nicht auf die Vereinfachung von Lehr-Lern-Prozessen durch Forschungssoftware.,1.0,"Die Publikation misst die Effekte von E-Learning-Plattformen auf die Lernenden, insbesondere Jugendliche mit kognitiven Beeinträchtigungen, und konzentriert sich auf die Verbesserung ihrer Lernerfahrung.",0.0,"Die Publikation entwickelt keine neue Forschungssoftware, sondern konzentriert sich auf die Ermittlung von Usability-Kriterien für bestehende E-Learning-Plattformen.",1.0,"Die Publikation verwendet allgemeine Bildungstechnologie, nämlich E-Learning-Plattformen, die nicht eigens für einen konkreten Forschungszweck entwickelt wurden, sondern im Zuge einer gesellschaftlichen oder technologischen Entwicklung verfügbar geworden sind."
212,Kompetenzmodellierung für die grundlegende Programmierausbildung - Eine kritische Diskussion zu Vorzügen und Anwendbarkeit der Anderson Krathwohl Taxonomie im Vergleich zum Kompetenzmodell der GI,"Kiesler, Natalie",2020,187.0,192.0,"Programmierkompetenz, Wissensdimensionen, kognitive Prozessdimensionen",187 DELFI2020_paper_44.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,0,"Die Publikation enthält keine Forschungssoftware im Sinne von Quellcode-Dateien, Algorithmen, Skripten, rechnergestützten Arbeitsabläufen oder ausführbaren Dateien, die zu einem Forschungszweck erstellt wurden.",0,"Die Publikation evaluiert keine Forschungssoftware, da keine Forschungssoftware enthalten ist.",1.0,"Die Publikation geht um ein konkretes Lehr-Lern-Setting, nämlich die grundlegende Programmierausbildung in der Informatik.",-1.0,"Die Publikation konzentriert sich nicht auf die Vereinfachung des Lehr-Lern-Prozesses durch Forschungssoftware, da keine Forschungssoftware enthalten ist.",1.0,"Die Publikation misst die Effekte von Kompetenzmodellen auf die Lernenden, insbesondere die kognitiven Wirkungen und die Bedeutung von metakognitiven Kompetenzen.",-1.0,"Die Publikation konzentriert sich nicht auf die Entwicklung von Forschungssoftware, sondern auf die Anwendung und Kritik von bestehenden Kompetenzmodellen.",-1.0,"Die Publikation konzentriert sich nicht auf die Anwendung von allgemeiner Bildungstechnologie, sondern auf die spezifische Anwendung von Kompetenzmodellen in der Informatik."
213,Erwerb von Digitalen Kompetenzen für die Lebens- und Arbeitswelt,"Falke, Tobias",2020,193.0,198.0,"Blended Learning, digitale Kompetenzen, Medienkompetenz, digitaler Wandel, online Lehre",193 DELFI2020_paper_61.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,0,"Die Publikation beschreibt ein Veranstaltungskonzept zum Erwerb digitaler Kompetenz, aber es wird keine spezifische Forschungssoftware vorgestellt oder verwendet.",0,"Die Publikation evaluiert nicht spezifisch die Forschungssoftware, sondern konzentriert sich auf die Evaluation des Veranstaltungskonzepts und der Lernerfahrungen.",1.0,"Die Publikation beschreibt ein spezifisches Lehr-Lern-Setting, nämlich eine Ringvorlesung und ein FÜS-Modul, die auf die Vermittlung digitaler Kompetenzen ausgerichtet sind.",1.0,"Die Publikation zeigt, wie die Organisation und Gestaltung des Lehr-Lern-Settings durch die Verwendung von digitalen Technologien erleichtert werden kann, etwa durch die Verwendung von Online-Phasen und E-tivitys.",1.0,"Die Publikation evaluiert die Effekte des Veranstaltungskonzepts auf die Lernenden, insbesondere ihre Lernerfahrungen und die Entwicklung ihrer digitalen Kompetenzen.",-1.0,"Die Publikation konzentriert sich nicht auf die Entwicklung neuer Forschungssoftware, sondern auf die Anwendung bestehender digitaler Technologien im Lehr-Lern-Setting.",1.0,"Die Publikation verwendet allgemeine Bildungstechnologien, wie Online-Plattformen und E-tivitys, die nicht spezifisch für einen Forschungszweck entwickelt wurden, sondern im Zuge der Digitalisierung von Lehr-Lern-Prozessen verfügbar geworden sind."
214,Medienkompetenz fördern und Medieneinsatz befördern – Didaktische Überlegungen bei der Entwicklung einer mobilen Anwendung für das betriebliche Ausbildungspersonal in KKUs,"Günther, Franziska; Neumann, Jörg; Lorenz, Robert; Umlauft, Annegret",2020,199.0,204.0,"Mobile Learning, Microlearning, Medienkompetenz, Ausbilungspersonal, berufliche Bildung",199 DELFI2020_paper_88.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung einer mobilen Anwendung für das betriebliche Ausbildungspersonal, die als Forschungssoftware gelten kann.",0,"Die Publikation beschreibt die Entwicklung der Anwendung, aber es wird keine Evaluation der Forschungssoftware durchgeführt.",1.0,"Die Publikation geht auf ein konkretes Lehr-Lern-Setting ein, nämlich die Ausbildung von Ausbildungspersonal in Klein- und Kleinstunternehmen.",1.0,"Die Publikation beschreibt, wie die Anwendung den Lehr-Lern-Prozess vereinfachen kann, indem sie eine orts- und zeitflexible Möglichkeit zur Weiterbildung bietet.",0.0,"Die Publikation geht nicht direkt auf die Effekte der Anwendung auf die Lernenden ein, aber es wird angedeutet, dass die Anwendung die Medienkompetenz und den Medieneinsatz der Lernenden fördern soll.",1.0,"Die Publikation beschreibt die Entwicklung der Anwendung und geht auf die didaktischen Überlegungen ein, die bei der Entwicklung berücksichtigt wurden.",0.0,"Die Publikation beschreibt die Entwicklung einer spezifischen Anwendung für ein bestimmtes Lehr-Lern-Setting, es wird keine allgemeine Bildungstechnologie eingesetzt."
215,Objektorientierte Programmierung - Kompetenzerwerb im Mastery Model des Inverted Classroom,"Thüring, Annett; Jäger, Kathrin",2020,205.0,210.0,"Programmierkurs, Inverted Classroom Mastery Modell, Kompetenzmessung",205 DELFI2020_paper_72.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,0,"Die Publikation beschreibt die Umsetzung eines Inverted Classroom Mastery Modells (ICMM) für die Lehrveranstaltung Objektorientierte Programmierung, aber es wird keine spezifische Forschungssoftware vorgestellt oder entwickelt.",0,"Die Publikation evaluiert nicht spezifisch die Forschungssoftware, sondern den Einsatz des ICMMs und die Lernumgebung im Allgemeinen.",1.0,"Die Publikation geht explizit auf ein konkretes Lehr-Lern-Setting ein, nämlich die Lehrveranstaltung Objektorientierte Programmierung im ersten Semester.",1.0,"Die Publikation zeigt, wie der Lehr-Lern-Prozess durch die Umsetzung des ICMMs und die Nutzung von digitalen Elementen wie ILIAS und YAPEX vereinfacht wird.",1.0,"Die Publikation misst die Effekte des ICMMs auf die Lernenden, insbesondere den Lernerfolg und die Motivation.",-1.0,"Die Publikation entwickelt keine neue Forschungssoftware, sondern nutzt bestehende Tools und Plattformen wie ILIAS und YAPEX.",1.0,"Die Publikation nutzt allgemeine Bildungstechnologien wie ILIAS und YAPEX, die nicht spezifisch für einen konkreten Forschungszweck entwickelt wurden."
216,"A Decision Tree Approach for the Classification of Mistakes of Students Learning SQL, a case study about SELECT statements","Faeskorn-Woyke, Heide; Bertelsmeier, Birgit; Strohschein, Jan",2020,211.0,216.0,"Databases, SQL, web-based learning, e-learning, educational data mining, learning analytics, decision trees",211 DELFI2020_paper_24.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,en,,1,"Die Publikation beschreibt die Entwicklung eines Entscheidungsbaums zur Klassifizierung von Fehlern von Studierenden beim Erlernen von SQL, der als Teil eines e-Learning-Plattforms implementiert wurde. Dies kann als Forschungssoftware interpretiert werden.",1,"Die Publikation evaluiert die entwickelte Forschungssoftware, indem sie die Ergebnisse der Anwendung des Entscheidungsbaums auf einen Datensatz von Fehlern präsentiert und die Effektivität der Software diskutiert.",1.0,"Die Publikation konzentriert sich auf ein spezifisches Lehr-Lern-Setting, nämlich das Erlernen von SQL in einem e-Learning-Kontext.",0.0,"Obwohl die Publikation die Organisation und Gestaltung des Lehr-Lern-Settings durch die Forschungssoftware berührt, liegt der Fokus nicht auf der Vereinfachung des Lehr-Lern-Prozesses, sondern auf der Klassifizierung von Fehlern und der Verbesserung des Lernerfolgs.",1.0,"Die Publikation misst die Effekte der Forschungssoftware auf die Lernenden, indem sie die Häufigkeit und Art von Fehlern analysiert und die Effektivität der Software bei der Verbesserung des Lernerfolgs diskutiert.",1.0,"Die Publikation beschreibt die Entwicklung einer neuen Forschungssoftware, nämlich des Entscheidungsbaums zur Klassifizierung von Fehlern, der spezifisch für den e-Learning-Kontext entwickelt wurde.",0.0,"Die Publikation konzentriert sich auf die spezifische Forschungssoftware, die für den e-Learning-Kontext entwickelt wurde, und nicht auf allgemeine Bildungstechnologien, die in verschiedenen Kontexten eingesetzt werden könnten."
217,Taking benefit from fellow students code without copying off -- making better use of students collective work,"Höppner, Frank",2020,217.0,222.0,"programming course, code snapshot, live feedback, formative feedback, hint generation",217 DELFI2020_paper_16.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,en,,1,"Die Publikation beschreibt die Entwicklung und Anwendung einer spezifischen Software, die als Forschungssoftware gelten kann, da sie für einen konkreten Forschungszweck erstellt wurde.",1,"Die Publikation evaluiert die entwickelte Software durch eine Umfrage unter Studierenden und präsentiert Ergebnisse, die die Effektivität der Software belegen.",1.0,"Die Publikation konzentriert sich auf ein spezifisches Lehr-Lern-Setting, nämlich die Unterstützung von Studierenden bei der Lösung von Programmieraufgaben.",1.0,"Die Software vereinfacht den Lehr-Lern-Prozess, indem sie Studierenden live-Feedback und automatisch generierte Hinweise bietet, was die Organisation und Gestaltung des Lehr-Lern-Settings erleichtert.",1.0,"Die Publikation misst die Effekte der Software auf die Lernenden, indem sie die Wirkung auf die Motivation, das Lernen und die Zufriedenheit der Studierenden untersucht.",1.0,"Die Publikation beschreibt die Entwicklung einer neuen Software, die spezifische Funktionen für die Unterstützung von Studierenden bei der Lösung von Programmieraufgaben bietet.",-1.0,"Die Publikation konzentriert sich auf die spezifische Forschungssoftware und nicht auf allgemeine Bildungstechnologien, die nicht eigens für einen konkreten Forschungszweck entwickelt wurden."
218,Maßnahmen zur Verbesserung der Effektivität von Blended Learning bei Datenbank-Vorlesungen,"Lenz, Richard; Haller, David; Wahl, Andreas",2020,223.0,228.0,"Blended Learning, Datenbanken, Selbsttests, E-Assessment, Informatikdidaktik, Probeklausur",223 DELFI2020_paper_46.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,0,"Die Publikation beschreibt die Erfahrungen mit Blended Learning und den Effekt einer Probeklausur am Beispiel einer Datenbankvorlesung, aber es wird keine spezifische Forschungssoftware vorgestellt oder verwendet.",0,"Die Publikation evaluiert nicht spezifisch die Forschungssoftware, sondern die Effektivität von Blended Learning und der Probeklausur auf den Lernerfolg.",1.0,"Die Publikation geht explizit auf ein konkretes Lehr-Lern-Setting ein, nämlich die Datenbankvorlesung an der Universität Erlangen-Nürnberg.",1.0,"Die Publikation zeigt, wie die Online-Selbsttests und die Probeklausur den Lehr-Lern-Prozess vereinfachen und verbessern, indem sie die Studierenden motivieren, sich kontinuierlich mit dem Vorlesungsstoff auseinanderzusetzen.",1.0,"Die Publikation misst die Effekte der Online-Selbsttests und der Probeklausur auf die Lernenden, indem sie die Durchfallquoten und die Lernleistung der Studierenden vergleicht.",-1.0,"Die Publikation entwickelt keine neue Forschungssoftware, sondern verwendet bestehende Online-Lernplattformen und -Tools.",1.0,"Die Publikation verwendet allgemeine Bildungstechnologien wie Online-Lernplattformen und -Tools, die nicht spezifisch für einen konkreten Forschungszweck entwickelt wurden."
219,VITMaze – Die Java Coding-Challenge für Verwaltungsinformatiker,"Stalljohann, Patrick; Merten, Maik",2020,229.0,234.0,"Programmierwettbewerb, Game-Based Learning, CodinGame, Educational Reality, Erfahrungsbericht, Präsenzlehre",229 DELFI2020_paper_5.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Anwendung einer spezifischen Forschungssoftware namens VITMaze, die für die Vermittlung von objektorientierter Programmierung in einem Lehr-Lern-Setting verwendet wird.",1,Die Publikation evaluiert die Wirksamkeit von VITMaze in einem Lehr-Lern-Setting und diskutiert die Ergebnisse der Anwendung.,1.0,"Die Publikation konzentriert sich auf ein spezifisches Lehr-Lern-Setting, nämlich die Vermittlung von objektorientierter Programmierung in einem interdisziplinären Studiengang.",1.0,"Die Publikation zeigt, wie VITMaze den Lehr-Lern-Prozess vereinfacht und die Organisation und Gestaltung des Lehr-Lern-Settings erleichtert.",1.0,"Die Publikation misst die Effekte von VITMaze auf die Lernenden, insbesondere ihre Motivation und ihre Fähigkeit, objektorientierte Programmierung zu erlernen.",1.0,"Die Publikation beschreibt die Entwicklung von VITMaze und zeigt, wie die Software spezifische Funktionen für die Vermittlung von objektorientierter Programmierung realisiert.",0.0,"Die Publikation verwendet zwar eine allgemeine Bildungstechnologie (CodinGame), aber der Fokus liegt auf der spezifischen Forschungssoftware VITMaze, die für die Vermittlung von objektorientierter Programmierung entwickelt wurde."
220,Digitale Arbeitsblätter mit interaktiven Programmieraufgaben im Informatik-Unterricht,"Serth, Sebastian; Teusner, Ralf; Meinel, Christoph",2020,235.0,246.0,"Digitale Arbeitsblätter, praktische Programmieraufgaben, Informatik-Unterricht, Schule, MOOC",235 DELFI2020_paper_37.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Anwendung von digitalen Arbeitsblättern mit interaktiven Programmieraufgaben im Informatik-Unterricht, die als Forschungssoftware gelten.",1,Die Publikation evaluiert die entwickelte Forschungssoftware durch eine qualitative Umfrage und eine quantitative Analyse der Ergebnisse.,1.0,"Die Publikation konzentriert sich auf ein konkretes Lehr-Lern-Setting, nämlich den Informatik-Unterricht an Schulen.",1.0,"Die Publikation zeigt, wie die Forschungssoftware den Lehr-Lern-Prozess vereinfacht, indem sie Lehrern die Erstellung von interaktiven Arbeitsblättern ermöglicht und die Kommunikation zwischen Lehrern und Schülern verbessert.",1.0,"Die Publikation misst die Effekte der Forschungssoftware auf die Lernenden, indem sie die Lernergebnisse und die Zufriedenheit der Schüler mit dem neuen Lehr-Lern-Setting untersucht.",1.0,"Die Publikation entwickelt neue Forschungssoftware, die spezifisch für den Informatik-Unterricht an Schulen konzipiert ist.",0.0,"Die Publikation verwendet zwar Bildungstechnologie, aber die entwickelte Forschungssoftware ist spezifisch für den Informatik-Unterricht an Schulen konzipiert und nicht allgemein verfügbar."
221,Das PECC-Framework: Gender-Sensibilität und spielerische Programmierung in der informatischen Grundbildung,"Spieler, Bernadette; Girvan, Carina",2020,247.0,258.0,"Kulturelle und soziale Auswirkungen, Spielentwicklung, Verbesserung des Unterrichts, Sekundarbildung, Lehr-/Lernstrategien",247 DELFI2020_paper_59.pdf,"Zender, Raphael; Ifenthaler, Dirk; Leonhardt, Thiemo; Schumacher, Clara",,978-3-88579-702-9,1617-5468,DELFI 2020 – Die 18. Fachtagung Bildungstechnologien der Gesellschaft für Informatik e.V.,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-308",Gesellschaft für Informatik e.V.,Bonn,14.-18. September 2020,Online,,Text/Conference Paper,de,,0,"Die Publikation beschreibt das PECC-Framework, aber es wird keine spezifische Forschungssoftware vorgestellt oder verwendet, die zu einem Forschungszweck erstellt wurde.",0,"Die Publikation evaluiert nicht die Forschungssoftware, sondern präsentiert das PECC-Framework und seine Anwendung in einem Lehr-Lern-Setting.",1.0,"Die Publikation geht um ein konkretes Lehr-Lern-Setting, nämlich die Anwendung des PECC-Frameworks in einem Informatikunterricht.",0.0,"Das Prozessorientierte Paradigma ist nicht explizit verfolgt, da die Publikation sich auf die Anwendung des PECC-Frameworks und seine Auswirkungen auf die Lernenden konzentriert, anstatt auf die Organisation und Gestaltung des Lehr-Lern-Settings.",1.0,"Die Publikation misst die Effekte des PECC-Frameworks auf die Lernenden, insbesondere ihre Motivation, Interesse und Selbstwirksamkeit.",0.0,"Das Designorientierte Paradigma ist nicht explizit verfolgt, da die Publikation sich auf die Anwendung des PECC-Frameworks und seine Auswirkungen auf die Lernenden konzentriert, anstatt auf die Entwicklung neuer Forschungssoftware.",1.0,"Die Publikation verwendet allgemeine Bildungstechnologie, nämlich die App Pocket Code, die nicht eigens für einen konkreten Forschungszweck entwickelt wurde, sondern im Zuge einer gesellschaftlichen oder technologischen Entwicklung verfügbar geworden ist und nun in einem Bildungskontext angewendet wird."
