id,title,authors,year,start_page,end_page,subject,filename,editors,doi,isbn,issn,proceeding_title,series_title,publisher,publication_place,conference_date,conference_location,session_title,publication_type,language,peer_review_status,label_forschungssoftware,label_forschungssoftware_erklärung,label_software_evaluation,label_software_evaluation_erklärung,label_lehr_lern_setting,label_lehr_lern_setting_erklärung,label_prozess_paradigma,label_prozess_paradigma_erklärung,label_lernende_paradigma,label_lernende_paradigma_erklärung,label_design_paradigma,label_design_paradigma_erklärung,label_bildungstechnologie_paradigma,label_bildungstechnologie_paradigma_erklärung
45,Unterstützung kreativer Lernprozesse mit Student-Generated-Webtours,"Jahnke, Isa; Laukamm, Thomas",2009,163.0,174.0,,gi-proc-153-014.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,Der WebTourCreator wird als Software zur Erstellung von Lernmodulen eingesetzt und ist somit Forschungssoftware im Sinne der Definition.,1,"Die Nutzung des WebTourCreators wird evaluiert, insbesondere hinsichtlich der Akzeptanz und des Lernerfolgs.",1.0,Die Publikation beschreibt ein konkretes E-Learning-Szenario mit Studierenden und Dozenten.,0.0,"Die Vereinfachung von Prozessen wird erwähnt (geringer Aufwand für Lehrende), steht aber nicht im Fokus der Evaluation.",1.0,"Der Lernerfolg, die Motivation und die Kompetenzentwicklung der Studierenden werden explizit evaluiert.",0.0,"Die Entwicklung des WebTourCreators selbst steht nicht im Vordergrund, sondern dessen Anwendung in einem Lernsetting.",1.0,"Der WebTourCreator ist eine Bildungstechnologie, die in einem Bildungskontext eingesetzt wird, auch wenn sie im Rahmen der Forschung entwickelt wurde."
46,Mobile Schreibtische als neue Form des betreuten virtuellen Lernens,"Keil, Reinhard; Schubert, Detlef; Selke, Harald",2009,175.0,185.0,,gi-proc-153-015.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Die 'mobilen Schreibtische' werden als eine eigens entwickelte Anwendung beschrieben, die auf einem sTeam-Server basiert und mit dem AJAX-Framework ExtJS umgesetzt wurde. Dies deutet auf Forschungssoftware im Sinne der Definition hin.",1,Die Publikation beschreibt die Implementierung und den Einsatz der mobilen Schreibtische in der Praxis ('Lernen auf Reisen'-Schule) und berichtet über erste Erfahrungen mit der Nutzung durch Lehrer und Schüler. Dies impliziert eine Evaluation der Software.,1.0,"Die Publikation beschreibt ein konkretes Lehr-Lern-Setting, nämlich die Betreuung von Schülern im Rahmen des Projekts 'Lernen auf Reisen'.",1.0,"Die Publikation betont die Vereinfachung der Betreuungsprozesse durch die mobilen Schreibtische, insbesondere die Organisation der Materialien und die Kommunikation zwischen Lehrern und Schülern. Der Fokus liegt auf der Entlastung der Lehrenden und der Verbesserung der Rahmenbedingungen für das Lernen.",0.0,"Obwohl die Auswirkungen auf die Schüler erwähnt werden (z.B. verbesserter Zugang zu Materialien), werden keine direkten Messungen von kognitiven, motivationalen oder affektiven Effekten durchgeführt oder berichtet. Der Fokus liegt eher auf der Unterstützung des Lehrers.",0.0,"Die Publikation beschreibt die Implementierung einer bestehenden Infrastruktur (sTeam-Server) und die Anpassung dieser an ein spezifisches Problem. Die Entwicklung neuer, grundlegend neuer Funktionen steht nicht im Vordergrund.",1.0,"Die Nutzung von Notebooks mit UMTS-Verbindung und die Basisplattform bid-owl stellen den Einsatz allgemeiner Bildungstechnologien dar, die nicht eigens für das Forschungsprojekt entwickelt wurden."
47,Bildung einer Community zur Vermittlung von E-Learning-Erfahrungen auf Basis semantischer Netze,"Rensing, Christoph; Böhnstedt, Doreen",2009,187.0,198.0,,gi-proc-153-016.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung einer Community-Plattform basierend auf semantischen Netzen, was als Forschungssoftware im Sinne der Definition angesehen werden kann.",0,"Es wird zwar über Erfahrungen im Betrieb und der Nutzung der Plattform gesprochen, jedoch findet keine systematische Evaluation der Software selbst statt.",1.0,"Die Publikation fokussiert auf die Unterstützung von Lehrenden und den Austausch von Erfahrungen im Kontext der Hochschullehre, was ein konkretes Lehr-Lern-Setting darstellt.",1.0,"Die Plattform soll den Erfahrungsaustausch zwischen Lehrenden vereinfachen und somit den Lehr-Lern-Prozess organisatorisch verbessern. Der Fokus liegt auf der Erleichterung des Prozesses, nicht direkt auf dem Lernerfolg.",-1.0,"Die Publikation beschäftigt sich nicht mit den direkten Effekten der Plattform auf die Lernenden. Es wird nicht untersucht, wie sich die Plattform auf den Lernerfolg oder die Motivation der Studierenden auswirkt.",1.0,"Die Entwicklung der Community-Plattform und die Modellierung im semantischen Netz stehen im Vordergrund der Arbeit. Es wird neue Software entwickelt, um ein spezifisches Problem zu lösen.",0.0,"Obwohl semantische Netze eine Bildungstechnologie darstellen, liegt der Fokus der Publikation auf der Entwicklung und Anwendung einer spezifischen Softwarelösung (Forschungssoftware) und nicht auf der generellen Nutzung von Bildungstechnologien."
48,Digicampus: Integration von E-Learning-Werkzeugen und Realisierung einer campusweiten Lehr-/Lernplattform,"Noack, Patrick; Rosina, Peter; Strehl, Bernhard",2009,199.0,210.0,,gi-proc-153-017.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Der Digicampus wird als eine entwickelte Plattform beschrieben, die verschiedene Systeme integriert und somit als Forschungssoftware im Sinne der Definition angesehen werden kann.",1,Die Publikation beschreibt die Anforderungen und die Realisierung des Digicampus und impliziert somit eine Evaluation der Plattform hinsichtlich ihrer Funktionalität und Benutzerfreundlichkeit.,1.0,Die Publikation behandelt explizit eine zentrale Lehr-Lernplattform und deren Integration in den universitären Kontext.,1.0,Ein zentraler Fokus liegt auf der Vereinfachung von Prozessen durch die Integration verschiedener Systeme und die Bereitstellung eines Single-Sign-On. Die Organisation und Verwaltung der Lehre werden durch den Digicampus erleichtert.,0.0,"Die Publikation erwähnt keine direkten Messungen oder Untersuchungen der Auswirkungen des Digicampus auf die Lernenden (z.B. Lernerfolg, Motivation).",0.0,"Obwohl der Digicampus entwickelt wurde, steht die Entwicklung neuer, grundlegend neuer Funktionen nicht im Vordergrund. Es geht eher um die Integration und Anpassung bestehender Systeme.",1.0,"Der Digicampus setzt verschiedene Bildungstechnologien (LMS, Webanwendungen, etc.) ein, die nicht eigens für die Forschung entwickelt wurden, sondern als generelle Werkzeuge im Bildungsbereich dienen."
49,"Werkzeuge zur Spezialisierung von XML-Sprachen für die vereinfachte, didaktisch unterstützte Erstellung von E-Learning-Inhalten","Gries, Volker; Lucke, Ulrike; Tavangarian, Djamshid",2009,211.0,222.0,,gi-proc-153-018.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Die Autoren beschreiben die Entwicklung und den Einsatz der XML-Sprache <ML>³ und zugehöriger Werkzeuge, was als Forschungssoftware im Sinne der Definition angesehen werden kann.",0,"Es wird zwar die Validität des Konzepts erwähnt, jedoch keine systematische Evaluation der Software selbst durchgeführt oder berichtet.",1.0,"Die Publikation behandelt die Erstellung von E-Learning-Inhalten und deren Einsatz in verschiedenen Bildungskontexten (Hochschule, Unternehmen).",1.0,Ein zentrales Ziel der Arbeit ist die Vereinfachung des Erstellungsprozesses von E-Learning-Inhalten durch die Reduktion der Komplexität der XML-Sprache und die Bereitstellung von Werkzeugen. Dies zielt auf die Entlastung von Autoren und Mediengestaltern ab.,0.0,Die Auswirkungen der entwickelten Werkzeuge auf das Lernen der Lernenden werden nicht direkt untersucht oder gemessen. Der Fokus liegt auf der Verbesserung des Erstellungsprozesses.,1.0,Die Entwicklung und Anpassung der XML-Sprache <ML>³ sowie die Konzeption der Werkzeuge zur Unterstützung der Inhaltserstellung stehen im Vordergrund.,0.0,"Obwohl XML und E-Learning-Technologien eingesetzt werden, liegt der Fokus auf der Entwicklung einer spezifischen Softwarelösung (<ML>³) und nicht auf der allgemeinen Anwendung von Bildungstechnologien."
50,Effekte automatischer Bewertungen für Programmieraufgaben in Übungs- und Prüfungssituationen,"Striewe, Michael; Goedicke, Michael",2009,223.0,234.0,,gi-proc-153-019.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,JACK (Java Checker) wird als konkretes System zur automatischen Bewertung von Programmieraufgaben beschrieben und analysiert. Es handelt sich um eine eigens entwickelte Software.,1,"Die Publikation analysiert und bewertet die Qualität automatischer Bewertungen durch das System JACK, sowie dessen Effekte auf die Lernenden.",1.0,Die Publikation beschreibt den Einsatz von JACK in universitären Lehrveranstaltungen (Übungs- und Prüfungssituationen).,0.0,"Die Vereinfachung des Bewertungsprozesses wird zwar erwähnt, steht aber nicht im Fokus der Untersuchung. Der Fokus liegt auf den Auswirkungen auf die Lernenden und der Qualität der Bewertung.",1.0,"Die Effekte des Systems auf die Lernenden (Qualität der Bewertung, Motivation, Stress) werden explizit untersucht und empirisch analysiert.",0.0,"Die Entwicklung von JACK selbst steht nicht im Vordergrund. Es wird zwar beschrieben, wie das System funktioniert, aber die Publikation konzentriert sich auf die Evaluation des bestehenden Systems.",-1.0,"Es wird keine allgemeine Bildungstechnologie im Sinne von Standardsoftware oder digitalen Werkzeugen eingesetzt, sondern eine eigens entwickelte Forschungssoftware."
51,"Spezielle Interaktivitätsformen einer E-Assessment-Umgebung am Beispiel ""Grundlagen der Elektrotechnik""","Dippel, Heinrich Christian; Yakimchuk, Vera",2009,235.0,246.0,,gi-proc-153-020.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,TestWeb wird als eigens entwickelte E-Assessment-Umgebung beschrieben und dient Forschungszwecken im Bereich der Wissenskontrolle.,1,"Die Autoren beschreiben die erste Erprobung von TestWeb und vergleichen die Ergebnisse der Studierenden in TestWeb mit den Ergebnissen der Klausur, was eine Evaluation darstellt.",1.0,Die Publikation beschreibt den Einsatz von TestWeb im Kontext der Klausurvorbereitung im Fach Elektrotechnik an der TU Ilmenau.,0.0,"Die Vereinfachung des Lehr-Lern-Prozesses wird zwar erwähnt (z.B. automatische Generierung von Tests), steht aber nicht im Fokus der Evaluation.",1.0,Die Autoren untersuchen den Einfluss von TestWeb auf die Prüfungsergebnisse der Lernenden und vermuten einen positiven Effekt. Dies ist eine direkte Messung der Auswirkungen auf die Lernenden.,0.0,"Die Entwicklung von TestWeb wird beschrieben, aber der Fokus liegt nicht auf der Entwicklung neuer Funktionen oder Paradigmen, sondern auf der Anwendung und Evaluation der bestehenden Software.",0.0,"Obwohl Webtechnologien eingesetzt werden, steht nicht die allgemeine Anwendung von Bildungstechnologie im Vordergrund, sondern die spezifische Forschungssoftware TestWeb."
52,"Flexibles E-Assessment auf Basis einer Service-orientierten Architektur - Konzepte, Implementierung und Praxiserfahrungen","Amelung, Mario; Krieger, Katrin; Rösner, Dietmar",2009,247.0,258.0,,gi-proc-153-021.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Implementierung von 'eduComponents', einer Sammlung von Komponenten zur Unterstützung von Lernprozessen, was als Forschungssoftware im Sinne der Definition gilt.",1,"Die Autoren beschreiben den Einsatz des Systems in Lehrveranstaltungen und präsentieren Erfahrungen, was eine Evaluation der Software impliziert.",1.0,Die Publikation beschreibt den Einsatz in konkreten Lehrveranstaltungen (Wintersemester 2008/2009 und Sommersemester 2009).,1.0,Die Publikation betont die Intensivierung und Effizienzsteigerung der universitären Ausbildung durch die automatische Überprüfung von studentischen Lösungen. Dies deutet auf eine Vereinfachung des Lehr-Lern-Prozesses hin.,0.0,"Obwohl die Autoren Erfahrungen mit dem System in Lehrveranstaltungen schildern, werden keine direkten Messungen von Effekten auf die Lernenden (z.B. Wissenserwerb, Motivation) durchgeführt oder berichtet. Die Befragung der Studierenden dient eher der Akzeptanzmessung als der Evaluation von Lernerfolgen.",1.0,"Die Publikation beschreibt die Entwicklung einer Service-orientierten Architektur und neuer Testkomponenten, was auf einen Fokus auf die Entwicklung neuer Forschungssoftware hindeutet.",0.0,"Die Publikation konzentriert sich auf die entwickelte Software (eduComponents) und nicht auf die allgemeine Anwendung von Bildungstechnologie. Plone wird als Basis genutzt, aber nicht als zentraler Fokus der Forschung betrachtet."
53,MATCHIX - multimediale Zuordnungsübungen,"Sauter, Markus; Ott, Oliver; Hartmann, Werner",2009,259.0,269.0,,gi-proc-153-022.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung von MATCHIX, einem Autorenwerkzeug, das als Forschungssoftware im Sinne der Definition betrachtet werden kann.",1,Die Autoren beschreiben die Konzepte und Einsatzmöglichkeiten von MATCHIX und implizieren damit eine Evaluation der Software.,1.0,Die Publikation diskutiert explizit den Einsatz von MATCHIX im Unterricht und in Lernumgebungen.,0.0,"Die Publikation erwähnt die Vereinfachung der Erstellung von Lernmaterialien, aber der Fokus liegt nicht auf der Optimierung des Lehr-Lern-Prozesses als Ganzes.",0.0,"Es werden keine direkten Messungen oder Untersuchungen der Auswirkungen auf die Lernenden durchgeführt oder geplant. Die Publikation spekuliert über mögliche kognitive Vorteile, führt aber keine empirischen Belege an.",1.0,Ein zentraler Aspekt der Publikation ist die Vorstellung und Beschreibung der Entwicklung des Autorenwerkzeugs MATCHIX.,0.0,"Obwohl digitale Medien eingesetzt werden, steht nicht die allgemeine Anwendung von Bildungstechnologie im Vordergrund, sondern die spezifische Entwicklung und Evaluation von MATCHIX."
54,Realisierung eines Sicherheits- und Rechtemanagements für elektronische Prüfungen an Hochschulen mittels Software-Proxy,"Hoffmann, Andreas; Wismüller, Roland; Bode, Markus",2009,271.0,282.0,,gi-proc-153-023.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Realisierung eines Sicherheitskonzepts für elektronische Prüfungen, welches als Lösung betrachtet werden kann und somit Forschungssoftware darstellt.",1,"Das entwickelte Konzept wird anhand von existierenden Systemen (OLAT, LPLUS, ILIAS) diskutiert und bewertet, was eine Evaluation darstellt.",1.0,"Die Publikation behandelt explizit elektronische Prüfungen an Hochschulen, was ein konkretes Lehr-Lern-Setting ist.",1.0,"Das Konzept zielt darauf ab, den Prozess der elektronischen Prüfungssicherung zu verbessern und zu standardisieren, was eine Vereinfachung des Lehr-Lern-Prozesses darstellt.",0.0,"Die Publikation fokussiert sich nicht auf die direkten Auswirkungen auf die Lernenden, sondern auf die Sicherheit und Rechtssicherheit des Prüfungsprozesses.",1.0,"Die Publikation beschreibt die Realisierung eines neuen Sicherheitskonzepts, was die Entwicklung neuer Funktionalitäten impliziert.",0.0,"Obwohl digitale Technologien eingesetzt werden, steht nicht die allgemeine Anwendung von Bildungstechnologie im Vordergrund, sondern die spezifische Entwicklung und Evaluation eines Sicherheitskonzepts."
55,Feedback mit einem webbasierten Übungsbetrieb,"Stalljohann, Patrick; Altenbernd-Giani, Eva; Dyckhoff, Anna; Rohde, Philipp; Schroeder, Ulrik",2009,283.0,294.0,,gi-proc-153-024.pdf,"Schwill, Andreas; Apostolopoulos, Nicolas",,978-3-88579-247-5,1617-5468,Lernen im Digitalen Zeitalter – DeLFI 2009 – Die 7. E-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-153",Gesellschaft für Informatik e.V.,Bonn,14.-17. September 2009,Berlin,Regular Research Papers,Text/Conference Paper,de,,1,"Das in der Publikation beschriebene Übungsbetriebsmodul von L²P stellt eine eigens entwickelte Softwarelösung dar, die speziell für den universitären Übungsbetrieb konzipiert wurde.",1,"Die Publikation beschreibt Piloteinsätze des Systems und deren Auswertungen, was eine Evaluation der Software impliziert.",1.0,"Die Publikation behandelt explizit ein Lehr-Lern-Setting, nämlich den universitären Übungsbetrieb.",1.0,"Ein Hauptfokus der Publikation liegt auf der Vereinfachung und Unterstützung des Übungsbetriebs durch die Software, also der Organisation und Gestaltung des Lehr-Lern-Settings.",0.0,"Obwohl die Auswirkungen auf die Studierenden erwähnt werden (z.B. Variabilität zur Unterstützung verschiedener Lernkulturen), liegt der Fokus nicht auf einer systematischen Messung von Lernwirkungen.",0.0,"Die Publikation konzentriert sich auf die Anwendung und Evaluation eines bestehenden Systems, nicht auf die Entwicklung neuer grundlegender Funktionalitäten.",0.0,Die Publikation beschreibt eine spezifische Softwarelösung (L²P-Übungsbetrieb) und nicht den Einsatz allgemeiner Bildungstechnologien wie z.B. LMS im Allgemeinen.
56,Empfehlungen zur Nutzung eines Textverarbeitungswerkzeugs zur Erstellung von XML-basierten E-Learning-Inhalten,"Meincke, Friedrich; Lucke, Ulrike; Tavangarian, Djanshid",2011,9.0,20.0,,9.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,"Die Autoren entwickeln eine Lösung zur Bearbeitung von <ML>³-Inhalten mit dem OOo Writer, was als Forschungssoftware im Sinne der Definition angesehen werden kann.",1,"Die Autoren beschreiben ihre Erfahrungen mit der Implementierung und geben Empfehlungen, was eine Evaluation der entwickelten Lösung darstellt.",1.0,Die Publikation behandelt die Erstellung von E-Learning-Inhalten und somit ein konkretes Lehr-Lern-Setting.,1.0,Die Arbeit fokussiert auf die Vereinfachung des Authoring-Prozesses durch die Nutzung des OOo Writers. Die Effizienz und der Workflow stehen im Vordergrund.,-1.0,"Es werden keine direkten Effekte auf die Lernenden gemessen oder untersucht. Der Fokus liegt auf der Erstellung der Lernmaterialien, nicht auf deren Wirkung.",0.0,"Die Autoren entwickeln zwar eine Lösung, jedoch steht die Entwicklung einer völlig neuen Software nicht im Vordergrund. Es handelt sich eher um eine Anpassung und Erweiterung bestehender Software.",0.0,"Obwohl der OOo Writer eine Bildungstechnologie ist, wird er hier nicht als generelle Technologie betrachtet, sondern als Werkzeug zur Umsetzung der Forschungssoftware."
57,"Competency-based approach to support learning objectives in learning, education and training","Saul, Christian; Hofmann, Peter; Lucht, Martina; Pharow, Peter",2011,21.0,30.0,,21.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,en,,1,"Die Publikation beschreibt die Implementierung und den Einsatz des LCMS EDMedia, welches als Forschungssoftware im Sinne der Definition betrachtet werden kann.",1,Die Autoren beschreiben die Implementierung des Ansatzes in EDMedia und implizieren somit eine Evaluation der Software.,1.0,"Die Publikation behandelt explizit Lern-, Bildungs- und Trainingssysteme (LET) und somit ein Lehr-Lern-Setting.",1.0,"Die Publikation fokussiert darauf, wie der Ansatz die Definition von Lernzielen und die Organisation von Lerninhalten vereinfacht. Dies deutet auf einen Fokus auf die Vereinfachung des Lehr-Lern-Prozesses hin.",0.0,"Obwohl die Autoren die Bedeutung von Lernzielen für Lernende betonen, wird keine direkte Messung von Effekten auf die Lernenden (z.B. Wissenserwerb, Motivation) durchgeführt oder berichtet.",0.0,"Die Entwicklung neuer Softwarefunktionen steht nicht im Vordergrund, sondern die Anwendung und Evaluation eines bestehenden Systems (EDMedia).",1.0,"Die Publikation setzt ein Learning Content Management System (LCMS) ein, welches eine etablierte Bildungstechnologie darstellt."
58,Design und Evaluation von interaktiven webbasierten Bruchrechenaufgaben,"Eichelmann, Anja; Schnaubert, Lenka; Narciss, Susanne; Goguadze, George;  Melis, Erica",2011,31.0,42.0,,31.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,"Die Autoren entwickeln ein Interface und ein Arbeitsfeld zur Erfassung von Rechenschritten, was als Forschungssoftware im Sinne der Definition anzusehen ist.",1,"Die Autoren beschreiben eine Studie, in der das Interface und die Aufgaben von Schülern bewertet werden.",1.0,Die Publikation beschreibt die Entwicklung und Evaluation von Aufgaben im Kontext des Bruchrechenlernens.,0.0,"Die Vereinfachung des Lehr-Lern-Prozesses steht nicht im Vordergrund, sondern die Effekte auf die Lernenden und die Entwicklung des Interfaces.",1.0,Die Autoren untersuchen die Bewertung des Interfaces durch die Lernenden und führen eine Studie zur Effektivität der Aufgaben durch.,1.0,Die Entwicklung des Interfaces und des Arbeitsfeldes steht im Fokus der Arbeit.,0.0,"Es wird keine allgemeine Bildungstechnologie eingesetzt, sondern eigens entwickelte Software."
59,Empfehlungssysteme für Wissensgemeinschaften: Ein Social Recommender für eine Community of Practice,"Westrup, Dirk; Vervenne, Marcel; Kerres, Michael",2011,43.0,54.0,,43.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,"Die Autoren beschreiben die Implementierung eines Empfehlungssystems (Social Recommender) für eine Community of Practice, was als Forschungssoftware im Sinne der Definition angesehen werden kann.",1,"Die Autoren beschreiben die Implementierung und nennen Testläufe, was auf eine Evaluation des Systems hindeutet. Es wird auch erwähnt, dass die Parameter des Nutzerverhaltens im Feldtest erprobt werden sollen.",1.0,"Die Publikation behandelt eine Community of Practice für das Handwerk, was ein konkretes Lehr-Lern-Setting darstellt (informelles Lernen).",0.0,"Die Vereinfachung des Lehr-Lern-Prozesses wird zwar erwähnt (Orientierung in der Wissensgemeinschaft), steht aber nicht im Fokus der Untersuchung. Der Fokus liegt auf der Funktionalität des Recommenders.",0.0,"Es werden keine direkten Effekte auf die Lernenden gemessen oder explizit untersucht. Die Verbesserung des Lernens wird als indirekte Folge der besseren Informationsbereitstellung angenommen, aber nicht evaluiert.",0.0,Die Entwicklung einer völlig neuen Softwarearchitektur steht nicht im Vordergrund. Es wird ein Empfehlungssystem implementiert und an einen bestehenden Kontext angepasst.,1.0,"Web 2.0-Technologien und Empfehlungssysteme werden als allgemeine Bildungstechnologien eingesetzt, die nicht eigens für diese Forschung entwickelt wurden, sondern bereits existierten und hier angewendet werden."
60,PATONGO-Storm: Ein Ansatz zur Unterstützung der synchronen Vernetzung von Praxiswissen,"Schümmer, Till; Mühlpfordt, Martin",2011,55.0,66.0,,55.pdf,"Rohland, Holger; Kienle, Andrea; Friedrich, Steffen",,978-3-88579-282-6,1617-5468,DeLFI 2011 – Die 9. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-188",Gesellschaft für Informatik e.V.,Bonn,5.-8. September 2011,Dresden,Regular Research Papers,Text/Conference Paper,de,,1,PATONGO-Storm wird als Werkzeug zur Unterstützung von Workshops und zur Interaktion in diesen Workshops beschrieben und ist somit Forschungssoftware im Sinne der Definition.,1,"Die Autoren berichten von Erfahrungen beim Einsatz des Prozesses und des Werkzeuges in konkreten Workshops und schließen daraus auf eine positive Wirkung des Ansatzes, was eine Evaluation darstellt.",1.0,"Die Publikation beschreibt den Einsatz in Workshops, welche ein konkretes Lehr-Lern-Setting darstellen.",1.0,Der Fokus liegt auf der Unterstützung des Kommunikationsprozesses und der Vernetzung von Praktikern. Die Software soll den Austausch erleichtern und somit den Lernprozess indirekt verbessern.,0.0,Es werden keine direkten Messungen von Lernerfolgen oder Auswirkungen auf die Lernenden durchgeführt. Die positive Wirkung wird lediglich aus Erfahrungen abgeleitet.,1.0,Die Entwicklung von PATONGO-Storm und die Anpassung an die spezifischen Bedürfnisse des Anwendungsfalls (Evangelische Kirche) stehen im Vordergrund.,0.0,"Obwohl Web-2.0-Technologien verwendet werden, liegt der Fokus auf der eigens entwickelten Software und nicht auf der generellen Anwendung von Bildungstechnologie."
